region,season,year,n_cells,n_acq_med,H_episode3,H_episode5,H_state3,H_state5,O24,O12,H_state3_lo,H_state3_hi
LancasterSound,winter,2017,81,67.0,0.3397,0.3916,0.632,0.6723,0.3104,0.0497,0.623,0.641
LancasterSound,winter,2018,81,99.0,0.494,0.5685,0.7679,0.806,0.7472,0.0408,0.7634,0.772
LancasterSound,winter,2019,81,99.0,0.4961,0.5708,0.7695,0.8076,0.7488,0.0406,0.7663,0.7729
LancasterSound,winter,2020,81,97.0,0.4866,0.5622,0.7664,0.8049,0.7483,0.0266,0.763,0.7697
LancasterSound,winter,2021,81,92.0,0.4725,0.5473,0.757,0.7959,0.729,0.018,0.7537,0.7603
LancasterSound,winter,2022,81,38.0,0.2247,0.2675,0.5542,0.5977,0.0038,0.0031,0.5481,0.5607
LancasterSound,winter,2023,81,38.0,0.2266,0.2696,0.5542,0.5975,0.004,0.0031,0.5474,0.5615
LancasterSound,winter,2024,81,38.0,0.2361,0.2812,0.5672,0.6107,0.0009,0.0,0.559,0.5755
LancasterSound,winter,2025,81,42.0,0.2534,0.3009,0.5836,0.6269,0.0482,0.0022,0.5778,0.5895
LancasterSound,winter,2026,81,77.0,0.4055,0.4729,0.7064,0.7469,0.5339,0.0066,0.7025,0.7104
LongStrait,freeze-up,2016,46,23.0,0.1281,0.1676,0.4604,0.4852,0.0789,0.0095,0.444,0.4764
LongStrait,freeze-up,2017,46,29.0,0.1722,0.229,0.5505,0.5796,0.0291,0.0065,0.5304,0.5689
LongStrait,freeze-up,2018,46,43.0,0.2455,0.3242,0.6361,0.6663,0.1737,0.0065,0.6225,0.6495
LongStrait,freeze-up,2019,46,51.0,0.2794,0.3675,0.6682,0.6982,0.2745,0.0075,0.6519,0.6839
LongStrait,freeze-up,2020,46,38.0,0.2169,0.2881,0.6173,0.6485,0.0569,0.0075,0.6005,0.632
LongStrait,freeze-up,2021,46,40.0,0.2369,0.3129,0.6274,0.6575,0.1541,0.0065,0.6113,0.6427
LongStrait,freeze-up,2022,46,15.0,0.1057,0.1419,0.4643,0.491,0.0,0.0,0.4503,0.4778
LongStrait,freeze-up,2023,46,14.0,0.0973,0.1306,0.4383,0.4637,0.0,0.0,0.4232,0.454
LongStrait,freeze-up,2024,46,15.0,0.0966,0.1298,0.4414,0.4671,0.0,0.0,0.4251,0.4575
LongStrait,freeze-up,2025,46,52.0,0.2883,0.3797,0.6799,0.7102,0.275,0.0057,0.6675,0.6935
LongStrait,melt,2016,46,12.5,0.0461,0.0647,0.204,0.2496,0.0071,0.0,0.1969,0.2119
LongStrait,melt,2017,46,41.0,0.1599,0.2222,0.4127,0.4907,0.0344,0.0063,0.3965,0.4282
LongStrait,melt,2018,46,39.0,0.1477,0.2053,0.3984,0.4751,0.0248,0.007,0.3837,0.4136
LongStrait,melt,2019,46,52.5,0.1885,0.2595,0.4386,0.5177,0.1376,0.0063,0.4252,0.453
LongStrait,melt,2020,46,43.0,0.1648,0.2288,0.4201,0.4989,0.0337,0.007,0.4052,0.4343
LongStrait,melt,2021,46,51.0,0.1837,0.2532,0.4352,0.5143,0.1114,0.007,0.4213,0.4492
LongStrait,melt,2022,46,14.0,0.0806,0.1133,0.303,0.3687,0.0,0.0,0.2936,0.3126
LongStrait,melt,2023,46,13.5,0.0878,0.1233,0.3076,0.3728,0.0,0.0,0.2979,0.3172
LongStrait,melt,2024,46,14.0,0.0785,0.1104,0.2984,0.3634,0.0,0.0,0.2881,0.3086
LongStrait,melt,2025,46,49.0,0.1756,0.2424,0.427,0.5056,0.0924,0.007,0.4137,0.4409
LongStrait,melt,2026,46,51.0,0.2254,0.3108,0.4849,0.5685,0.1394,0.0009,0.4719,0.4977
LongStrait,winter,2016,46,8.0,0.0565,0.0677,0.2763,0.3108,0.0,0.0,0.266,0.2875
LongStrait,winter,2017,46,38.5,0.2147,0.2478,0.4869,0.5262,0.1444,0.0341,0.4684,0.503
LongStrait,winter,2018,46,31.0,0.2051,0.2434,0.5188,0.5612,0.0375,0.0067,0.4988,0.5377
LongStrait,winter,2019,46,51.5,0.3204,0.3761,0.635,0.6769,0.288,0.0076,0.6213,0.6494
LongStrait,winter,2020,46,51.0,0.3042,0.3573,0.6173,0.6592,0.2651,0.0066,0.5988,0.6364
LongStrait,winter,2021,46,40.0,0.2568,0.3034,0.5779,0.6206,0.1157,0.0076,0.5608,0.5943
LongStrait,winter,2022,46,13.0,0.1019,0.1218,0.3724,0.4118,0.0,0.0,0.3585,0.3871
LongStrait,winter,2023,46,15.0,0.1176,0.1404,0.4063,0.4476,0.0,0.0,0.3924,0.421
LongStrait,winter,2024,46,14.0,0.1023,0.1224,0.3771,0.4169,0.0,0.0,0.3631,0.3928
LongStrait,winter,2025,46,17.0,0.1216,0.1452,0.4102,0.4514,0.0086,0.0,0.3965,0.426
LongStrait,winter,2026,46,46.0,0.2842,0.3345,0.6001,0.6422,0.2146,0.0076,0.5851,0.6152
Sannikov_DmLaptev,freeze-up,2016,109,44.0,0.209,0.2752,0.5877,0.6166,0.1007,0.012,0.5828,0.592
Sannikov_DmLaptev,freeze-up,2017,109,60.0,0.3005,0.3964,0.6966,0.7273,0.2496,0.0004,0.6924,0.7008
Sannikov_DmLaptev,freeze-up,2018,109,54.0,0.266,0.3515,0.6601,0.6905,0.2027,0.0006,0.6525,0.6677
Sannikov_DmLaptev,freeze-up,2019,109,27.0,0.1404,0.1867,0.4858,0.5117,0.0746,0.0,0.4729,0.4987
Sannikov_DmLaptev,freeze-up,2020,109,24.0,0.1351,0.1809,0.4982,0.5257,0.016,0.0003,0.4879,0.5074
Sannikov_DmLaptev,freeze-up,2021,109,27.0,0.1447,0.1932,0.5165,0.5447,0.0227,0.0002,0.5101,0.5228
Sannikov_DmLaptev,freeze-up,2022,109,4.0,0.0378,0.051,0.257,0.2721,0.0,0.0,0.2447,0.2692
Sannikov_DmLaptev,freeze-up,2023,109,7.0,0.0451,0.0606,0.2845,0.3012,0.0,0.0,0.2742,0.2948
Sannikov_DmLaptev,freeze-up,2024,109,17.0,0.0895,0.1198,0.4041,0.4273,0.0007,0.0,0.3959,0.4119
Sannikov_DmLaptev,freeze-up,2025,109,19.0,0.1202,0.1612,0.4834,0.5108,0.0005,0.0,0.4762,0.4898
Sannikov_DmLaptev,melt,2016,109,30.0,0.1083,0.1518,0.332,0.3992,0.0003,0.0001,0.326,0.3376
Sannikov_DmLaptev,melt,2017,109,82.0,0.2711,0.3705,0.5245,0.6094,0.2786,0.0007,0.5212,0.5279
Sannikov_DmLaptev,melt,2018,109,35.0,0.1218,0.1695,0.3551,0.426,0.0628,0.0,0.3448,0.3658
Sannikov_DmLaptev,melt,2019,109,35.0,0.1233,0.1711,0.348,0.4166,0.0694,0.0005,0.3352,0.3596
Sannikov_DmLaptev,melt,2020,109,37.0,0.1325,0.1844,0.3701,0.4426,0.0467,0.0002,0.3622,0.377
Sannikov_DmLaptev,melt,2021,109,35.0,0.1142,0.1594,0.3476,0.418,0.021,0.0003,0.3394,0.3552
Sannikov_DmLaptev,melt,2022,109,11.0,0.0444,0.0623,0.1964,0.2407,0.0,0.0,0.1907,0.2019
Sannikov_DmLaptev,melt,2023,109,15.0,0.0601,0.0841,0.2458,0.2999,0.0,0.0,0.2406,0.2514
Sannikov_DmLaptev,melt,2024,109,14.0,0.0521,0.073,0.211,0.2573,0.0003,0.0,0.2032,0.2193
Sannikov_DmLaptev,melt,2025,109,32.0,0.1134,0.1587,0.3546,0.4272,0.0143,0.0001,0.3493,0.3595
Sannikov_DmLaptev,melt,2026,109,16.0,0.0749,0.1047,0.2797,0.3402,0.0237,0.0001,0.276,0.2834
Sannikov_DmLaptev,winter,2016,109,13.0,0.0836,0.1001,0.3235,0.3599,0.0,0.0,0.3211,0.326
Sannikov_DmLaptev,winter,2017,109,44.0,0.2428,0.2853,0.5392,0.5802,0.152,0.0057,0.5322,0.5465
Sannikov_DmLaptev,winter,2018,109,55.0,0.3047,0.3592,0.6247,0.667,0.2079,0.0004,0.6181,0.6306
Sannikov_DmLaptev,winter,2019,109,52.0,0.2905,0.3424,0.6092,0.6515,0.2022,0.0006,0.602,0.6165
Sannikov_DmLaptev,winter,2020,109,29.0,0.1694,0.2011,0.4611,0.5018,0.0729,0.0,0.4482,0.4754
Sannikov_DmLaptev,winter,2021,109,22.0,0.1273,0.1519,0.4067,0.4466,0.0163,0.0002,0.4,0.4132
Sannikov_DmLaptev,winter,2022,109,12.0,0.0815,0.0971,0.3206,0.3568,0.001,0.0,0.3143,0.3267
Sannikov_DmLaptev,winter,2023,109,5.0,0.0586,0.0696,0.242,0.2709,0.0,0.0,0.2212,0.2599
Sannikov_DmLaptev,winter,2024,109,4.0,0.025,0.0299,0.1432,0.1619,0.0,0.0,0.1305,0.155
Sannikov_DmLaptev,winter,2025,109,13.0,0.0826,0.0984,0.3192,0.3554,0.0002,0.0,0.3135,0.3258
Sannikov_DmLaptev,winter,2026,109,15.0,0.0908,0.1081,0.3296,0.3658,0.0133,0.0,0.3241,0.3346
VictoriaStrait,freeze-up,2016,161,39.0,0.2069,0.2701,0.5844,0.6136,0.0765,0.0135,0.5799,0.5892
VictoriaStrait,freeze-up,2017,161,58.0,0.3145,0.4119,0.6971,0.7265,0.395,0.0038,0.6897,0.7052
VictoriaStrait,freeze-up,2018,161,67.0,0.3542,0.4612,0.7316,0.7606,0.4734,0.0108,0.7268,0.7362
VictoriaStrait,freeze-up,2019,161,67.0,0.3499,0.4558,0.7247,0.7534,0.4936,0.0101,0.7191,0.7309
VictoriaStrait,freeze-up,2020,161,68.0,0.3524,0.4596,0.7282,0.757,0.507,0.0071,0.7229,0.7334
VictoriaStrait,freeze-up,2021,161,62.0,0.3207,0.4197,0.7026,0.732,0.4075,0.0058,0.6972,0.7078
VictoriaStrait,freeze-up,2022,161,24.0,0.135,0.1815,0.5128,0.5417,0.0,0.0,0.504,0.5214
VictoriaStrait,freeze-up,2023,161,24.0,0.1359,0.1825,0.5133,0.5421,0.0,0.0,0.5037,0.5222
VictoriaStrait,freeze-up,2024,161,22.0,0.1308,0.1758,0.5047,0.5332,0.0,0.0,0.4951,0.5139
VictoriaStrait,freeze-up,2025,161,80.0,0.3912,0.5018,0.754,0.7821,0.5215,0.033,0.7499,0.7587
VictoriaStrait,melt,2016,161,10.0,0.0486,0.0678,0.2009,0.2455,0.0026,0.0,0.1971,0.2045
VictoriaStrait,melt,2017,161,80.0,0.2937,0.3979,0.5389,0.6234,0.423,0.0071,0.5329,0.5447
VictoriaStrait,melt,2018,161,73.0,0.2575,0.3511,0.5107,0.5947,0.2866,0.0044,0.5058,0.5157
VictoriaStrait,melt,2019,161,75.0,0.2671,0.3629,0.5177,0.6018,0.3268,0.0054,0.5112,0.5241
VictoriaStrait,melt,2020,161,76.0,0.2668,0.363,0.5176,0.6017,0.339,0.0044,0.5116,0.5234
VictoriaStrait,melt,2021,161,74.0,0.2582,0.3518,0.5099,0.5937,0.3182,0.0027,0.5036,0.516
VictoriaStrait,melt,2022,161,12.0,0.1012,0.1423,0.3341,0.4035,0.0,0.0,0.327,0.3413
VictoriaStrait,melt,2023,161,23.0,0.0823,0.1158,0.2934,0.3556,0.0,0.0,0.2879,0.2998
VictoriaStrait,melt,2024,161,24.0,0.0829,0.1167,0.2895,0.3506,0.0,0.0,0.2841,0.2949
VictoriaStrait,melt,2025,161,83.0,0.2817,0.3781,0.527,0.6104,0.2715,0.016,0.5214,0.5323
VictoriaStrait,melt,2026,161,84.0,0.3349,0.4443,0.5676,0.6512,0.4305,0.0321,0.5642,0.5707
VictoriaStrait,winter,2016,161,7.0,0.0419,0.0502,0.2316,0.2621,0.0,0.0,0.2285,0.2354
VictoriaStrait,winter,2017,161,44.0,0.258,0.3028,0.5661,0.608,0.1778,0.0079,0.5624,0.5701
VictoriaStrait,winter,2018,161,59.0,0.3482,0.4073,0.6574,0.6987,0.3758,0.0061,0.65,0.6649
VictoriaStrait,winter,2019,161,67.0,0.3949,0.4598,0.6967,0.7374,0.49,0.0095,0.6908,0.7026
VictoriaStrait,winter,2020,161,68.0,0.3927,0.4567,0.6897,0.73,0.5204,0.0117,0.6836,0.6956
VictoriaStrait,winter,2021,161,63.0,0.3751,0.4374,0.6769,0.7176,0.4696,0.0079,0.6706,0.6831
VictoriaStrait,winter,2022,161,28.0,0.1618,0.1935,0.4739,0.5166,0.0,0.0,0.4678,0.4808
VictoriaStrait,winter,2023,161,23.0,0.1476,0.1766,0.4527,0.4948,0.0,0.0,0.4438,0.4615
VictoriaStrait,winter,2024,161,23.0,0.1485,0.1777,0.4529,0.4949,0.0,0.0,0.4436,0.4621
VictoriaStrait,winter,2025,161,23.0,0.1485,0.1775,0.4504,0.4922,0.0107,0.0,0.4412,0.4599
VictoriaStrait,winter,2026,161,65.0,0.3747,0.435,0.6742,0.7149,0.4065,0.0175,0.6699,0.6786
Vilkitsky,freeze-up,2016,25,71.0,0.2829,0.3692,0.6809,0.7122,0.1606,0.0209,0.663,0.6983
Vilkitsky,freeze-up,2017,25,61.0,0.3002,0.3953,0.6909,0.721,0.2386,0.0014,0.6834,0.6983
Vilkitsky,freeze-up,2018,25,38.0,0.1967,0.2616,0.5854,0.6154,0.0519,0.0006,0.5688,0.6012
Vilkitsky,freeze-up,2019,25,18.0,0.0684,0.092,0.3418,0.3611,0.0001,0.0001,0.2872,0.3903
Vilkitsky,freeze-up,2020,25,38.0,0.1634,0.2173,0.5362,0.5646,0.0798,0.0016,0.5227,0.5492
Vilkitsky,freeze-up,2021,25,34.0,0.1526,0.2027,0.512,0.539,0.0755,0.0014,0.4963,0.5285
Vilkitsky,freeze-up,2022,25,16.0,0.084,0.1128,0.4039,0.4273,0.0,0.0,0.3704,0.433
Vilkitsky,freeze-up,2023,25,11.0,0.05,0.0673,0.298,0.3154,0.0,0.0,0.2734,0.3202
Vilkitsky,freeze-up,2024,25,23.0,0.1086,0.146,0.4539,0.4797,0.0,0.0,0.4315,0.4729
Vilkitsky,freeze-up,2025,25,40.0,0.1802,0.2403,0.572,0.6023,0.0373,0.0022,0.5462,0.5978
Vilkitsky,melt,2016,25,56.0,0.1951,0.2684,0.4447,0.5237,0.0516,0.0074,0.4306,0.4574
Vilkitsky,melt,2017,25,85.0,0.2808,0.3814,0.5259,0.6096,0.3127,0.0017,0.5199,0.5315
Vilkitsky,melt,2018,25,41.0,0.1423,0.1979,0.3935,0.4704,0.0433,0.0004,0.3828,0.4032
Vilkitsky,melt,2019,25,19.0,0.0519,0.0727,0.2034,0.2477,0.0118,0.0001,0.1751,0.2304
Vilkitsky,melt,2020,25,44.0,0.1374,0.191,0.3821,0.4569,0.048,0.0005,0.3691,0.3956
Vilkitsky,melt,2021,25,41.0,0.1165,0.1626,0.3559,0.4278,0.0354,0.0012,0.3406,0.3705
Vilkitsky,melt,2022,25,20.0,0.0783,0.1102,0.2899,0.3523,0.0,0.0,0.2749,0.3053
Vilkitsky,melt,2023,25,7.0,0.0247,0.0348,0.1221,0.1502,0.0,0.0,0.1079,0.1348
Vilkitsky,melt,2024,25,11.0,0.0788,0.1109,0.2846,0.3451,0.0,0.0,0.2704,0.297
Vilkitsky,melt,2025,25,42.0,0.1263,0.1762,0.3692,0.4428,0.0233,0.0009,0.3515,0.3836
Vilkitsky,melt,2026,25,43.0,0.1696,0.2339,0.4195,0.4975,0.0905,0.0022,0.4043,0.4324
Vilkitsky,winter,2016,25,47.0,0.2738,0.3234,0.6018,0.6449,0.0312,0.0092,0.5847,0.6185
Vilkitsky,winter,2017,25,52.0,0.2735,0.3219,0.5963,0.639,0.1308,0.0106,0.5823,0.6121
Vilkitsky,winter,2018,25,60.0,0.3204,0.3767,0.6376,0.6796,0.2359,0.0021,0.6266,0.6478
Vilkitsky,winter,2019,25,37.0,0.2169,0.2567,0.5251,0.5671,0.0846,0.0004,0.51,0.5391
Vilkitsky,winter,2020,25,19.0,0.0943,0.1129,0.3507,0.3884,0.0002,0.0002,0.3244,0.3766
Vilkitsky,winter,2021,25,45.0,0.2126,0.2515,0.5245,0.5667,0.1347,0.0018,0.5148,0.5341
Vilkitsky,winter,2022,25,16.0,0.1022,0.1216,0.3271,0.3597,0.0073,0.0,0.308,0.3457
Vilkitsky,winter,2023,25,19.0,0.1147,0.1373,0.3865,0.4257,0.0,0.0,0.3595,0.4125
Vilkitsky,winter,2024,25,14.0,0.0914,0.1095,0.3475,0.3856,0.0,0.0,0.3281,0.3657
Vilkitsky,winter,2025,25,21.0,0.1121,0.1341,0.3826,0.4218,0.0079,0.0,0.3605,0.4041
Vilkitsky,winter,2026,25,35.0,0.1728,0.206,0.4797,0.5217,0.0086,0.0019,0.4578,0.5022
