region,season,year,subset,nsat,H_state3
GreenlandSea_Fram,winter,2025,A,1,0.7169017438077556
GreenlandSea_Fram,winter,2025,AC,2,0.720258044136535
GreenlandSea_Fram,winter,2025,C,1,0.6676573328970045
GreenlandSea_Fram,winter,2026,A,1,0.6918534039038157
GreenlandSea_Fram,winter,2026,AC,2,0.7875636367261374
GreenlandSea_Fram,winter,2026,ACD,3,0.7875636367261374
GreenlandSea_Fram,winter,2026,AD,2,0.6918534039038157
GreenlandSea_Fram,winter,2026,C,1,0.6485441939607176
GreenlandSea_Fram,winter,2026,CD,2,0.6485441939607176
GreenlandSea_Fram,winter,2026,D,1,0.0
KaraGate,freeze-up,2019,A,1,0.5855503893804279
KaraGate,freeze-up,2019,AB,2,0.7032424377130088
KaraGate,freeze-up,2019,B,1,0.5252716545347957
KaraGate,freeze-up,2020,A,1,0.6321432530337098
KaraGate,freeze-up,2020,AB,2,0.7178520987147775
KaraGate,freeze-up,2020,B,1,0.5035365149565877
KaraGate,freeze-up,2021,A,1,0.6022057875757023
KaraGate,freeze-up,2021,AB,2,0.7002189653702867
KaraGate,freeze-up,2021,B,1,0.5206189402130755
KaraGate,freeze-up,2025,A,1,0.6383174493961049
KaraGate,freeze-up,2025,AC,2,0.6973501699180211
KaraGate,freeze-up,2025,C,1,0.40471935246450147
KaraGate,melt,2019,A,1,0.36591172897606006
KaraGate,melt,2019,AB,2,0.4691669525144808
KaraGate,melt,2019,B,1,0.33025093804994643
KaraGate,melt,2020,A,1,0.3479620712976903
KaraGate,melt,2020,AB,2,0.4819726902519568
KaraGate,melt,2020,B,1,0.37209528554486954
KaraGate,melt,2021,A,1,0.3422030217700451
KaraGate,melt,2021,AB,2,0.4914529789677616
KaraGate,melt,2021,B,1,0.3797987927349877
KaraGate,melt,2025,A,1,0.3563234610473353
KaraGate,melt,2025,AC,2,0.4290520920912467
KaraGate,melt,2025,C,1,0.23592158550135803
KaraGate,melt,2026,A,1,0.32326241153412455
KaraGate,melt,2026,AC,2,0.3019667105819697
KaraGate,melt,2026,ACD,3,0.43543679954257275
KaraGate,melt,2026,AD,2,0.3639126973029465
KaraGate,melt,2026,C,1,0.2239899654527778
KaraGate,melt,2026,CD,2,0.4068282059445089
KaraGate,melt,2026,D,1,0.33084736788945623
KaraGate,winter,2019,A,1,0.5611619869172723
KaraGate,winter,2019,AB,2,0.6440115660626065
KaraGate,winter,2019,B,1,0.3525641384747064
KaraGate,winter,2020,A,1,0.573204278313218
KaraGate,winter,2020,AB,2,0.691013867705117
KaraGate,winter,2020,B,1,0.4650247903572786
KaraGate,winter,2021,A,1,0.5639397075625147
KaraGate,winter,2021,AB,2,0.6828521354542737
KaraGate,winter,2021,B,1,0.4589019575417202
KaraGate,winter,2025,A,1,0.5197835748049652
KaraGate,winter,2025,AC,2,0.5197835748049652
KaraGate,winter,2025,C,1,0.0
KaraGate,winter,2026,A,1,0.5658428894152362
KaraGate,winter,2026,AC,2,0.6385603328508093
KaraGate,winter,2026,ACD,3,0.6385603328508093
KaraGate,winter,2026,AD,2,0.5658428894152362
KaraGate,winter,2026,C,1,0.3488867949050509
KaraGate,winter,2026,CD,2,0.3488867949050509
KaraGate,winter,2026,D,1,0.0
LancasterSound,freeze-up,2019,A,1,0.6482926524865983
LancasterSound,freeze-up,2019,AB,2,0.8008668126319402
LancasterSound,freeze-up,2019,B,1,0.6963832734150366
LancasterSound,freeze-up,2020,A,1,0.6471658653045492
LancasterSound,freeze-up,2020,AB,2,0.8007613797001325
LancasterSound,freeze-up,2020,B,1,0.6968771691044585
LancasterSound,freeze-up,2021,A,1,0.6417281533595277
LancasterSound,freeze-up,2021,AB,2,0.7925302381782167
LancasterSound,freeze-up,2021,B,1,0.7000208873854455
LancasterSound,freeze-up,2025,A,1,0.6508705266262007
LancasterSound,freeze-up,2025,AC,2,0.7969932214818474
LancasterSound,freeze-up,2025,C,1,0.6809272357883073
LancasterSound,melt,2019,A,1,0.4783619442922799
LancasterSound,melt,2019,AB,2,0.6227427295016278
LancasterSound,melt,2019,B,1,0.5290003683204726
LancasterSound,melt,2020,A,1,0.4770949865774107
LancasterSound,melt,2020,AB,2,0.620695842273578
LancasterSound,melt,2020,B,1,0.5251312742336561
LancasterSound,melt,2021,A,1,0.4815888140049381
LancasterSound,melt,2021,AB,2,0.6210534214728121
LancasterSound,melt,2021,B,1,0.523442385793461
LancasterSound,melt,2025,A,1,0.46001069263374944
LancasterSound,melt,2025,AC,2,0.6015790257125426
LancasterSound,melt,2025,C,1,0.5006760527041583
LancasterSound,melt,2026,A,1,0.47343711243190045
LancasterSound,melt,2026,AC,2,0.5265967454654837
LancasterSound,melt,2026,ACD,3,0.6074450149960703
LancasterSound,melt,2026,AD,2,0.4925080878713471
LancasterSound,melt,2026,C,1,0.4516170098083392
LancasterSound,melt,2026,CD,2,0.6013371294606705
LancasterSound,melt,2026,D,1,0.4809646196982025
LancasterSound,winter,2019,A,1,0.5798618249600775
LancasterSound,winter,2019,AB,2,0.769502600259686
LancasterSound,winter,2019,B,1,0.6489363995796207
LancasterSound,winter,2020,A,1,0.5761888006053962
LancasterSound,winter,2020,AB,2,0.7663617032794786
LancasterSound,winter,2020,B,1,0.6463608162603874
LancasterSound,winter,2021,A,1,0.5772991276203842
LancasterSound,winter,2021,AB,2,0.7569919714607278
LancasterSound,winter,2021,B,1,0.6310439616034358
LancasterSound,winter,2025,A,1,0.5744666681079792
LancasterSound,winter,2025,AC,2,0.5836085001358787
LancasterSound,winter,2025,C,1,0.6419673713340063
LancasterSound,winter,2026,A,1,0.5149495162677638
LancasterSound,winter,2026,AC,2,0.706437464356865
LancasterSound,winter,2026,ACD,3,0.706437464356865
LancasterSound,winter,2026,AD,2,0.5149495162677638
LancasterSound,winter,2026,C,1,0.5976400670760923
LancasterSound,winter,2026,CD,2,0.5976400670760923
LancasterSound,winter,2026,D,1,0.0
LongStrait,freeze-up,2019,A,1,0.5019851771743032
LongStrait,freeze-up,2019,AB,2,0.6681657909119757
LongStrait,freeze-up,2019,B,1,0.5478634424962934
LongStrait,freeze-up,2020,A,1,0.3187072794706299
LongStrait,freeze-up,2020,AB,2,0.6172924666434321
LongStrait,freeze-up,2020,B,1,0.5534547807610026
LongStrait,freeze-up,2021,A,1,0.43575982132915114
LongStrait,freeze-up,2021,AB,2,0.6273970779238425
LongStrait,freeze-up,2021,B,1,0.5356089074314847
LongStrait,freeze-up,2025,A,1,0.5122391906657731
LongStrait,freeze-up,2025,AC,2,0.6798985537527499
LongStrait,freeze-up,2025,C,1,0.5496295940507985
LongStrait,melt,2019,A,1,0.32459930586990676
LongStrait,melt,2019,AB,2,0.44158629253300974
LongStrait,melt,2019,B,1,0.3676330536571779
LongStrait,melt,2020,A,1,0.15571718499964557
LongStrait,melt,2020,AB,2,0.4230645310059445
LongStrait,melt,2020,B,1,0.38152224083579256
LongStrait,melt,2021,A,1,0.30699660344893526
LongStrait,melt,2021,AB,2,0.43816701137056613
LongStrait,melt,2021,B,1,0.37609861044053555
LongStrait,melt,2025,A,1,0.29825774745335815
LongStrait,melt,2025,AC,2,0.42997541269495326
LongStrait,melt,2025,C,1,0.36852715335520747
LongStrait,melt,2026,A,1,0.07180344643085751
LongStrait,melt,2026,AC,2,0.35207477239196194
LongStrait,melt,2026,ACD,3,0.4883526966359
LongStrait,melt,2026,AD,2,0.338319496683736
LongStrait,melt,2026,C,1,0.3418336744570441
LongStrait,melt,2026,CD,2,0.4846730358923905
LongStrait,melt,2026,D,1,0.3336546892802861
LongStrait,winter,2019,A,1,0.4683254152355561
LongStrait,winter,2019,AB,2,0.6350403345162594
LongStrait,winter,2019,B,1,0.483967260873712
LongStrait,winter,2020,A,1,0.4346117564208086
LongStrait,winter,2020,AB,2,0.6173119481741731
LongStrait,winter,2020,B,1,0.49291587835194506
LongStrait,winter,2021,A,1,0.33253626208129883
LongStrait,winter,2021,AB,2,0.5778938996176052
LongStrait,winter,2021,B,1,0.49059957065923443
LongStrait,winter,2025,A,1,0.4059828725055198
LongStrait,winter,2025,AC,2,0.4101787036703526
LongStrait,winter,2025,C,1,0.1081267261979276
LongStrait,winter,2026,A,1,0.4160008518787711
LongStrait,winter,2026,AC,2,0.6000981630702712
LongStrait,winter,2026,ACD,3,0.6000981630702712
LongStrait,winter,2026,AD,2,0.4160008518787711
LongStrait,winter,2026,C,1,0.4688382272840098
LongStrait,winter,2026,CD,2,0.4688382272840098
LongStrait,winter,2026,D,1,0.0
Sannikov_DmLaptev,freeze-up,2019,A,1,0.42037896332627805
Sannikov_DmLaptev,freeze-up,2019,AB,2,0.48576642337860937
Sannikov_DmLaptev,freeze-up,2019,B,1,0.3116613720032718
Sannikov_DmLaptev,freeze-up,2020,A,1,0.4140766732198339
Sannikov_DmLaptev,freeze-up,2020,AB,2,0.49822303212613106
Sannikov_DmLaptev,freeze-up,2020,B,1,0.3170150809472237
Sannikov_DmLaptev,freeze-up,2021,A,1,0.45801875454815894
Sannikov_DmLaptev,freeze-up,2021,AB,2,0.5165180694671216
Sannikov_DmLaptev,freeze-up,2021,B,1,0.2825777721731612
Sannikov_DmLaptev,freeze-up,2025,A,1,0.2889036708959842
Sannikov_DmLaptev,freeze-up,2025,AC,2,0.48340698547719363
Sannikov_DmLaptev,freeze-up,2025,C,1,0.3811361178124385
Sannikov_DmLaptev,melt,2019,A,1,0.28232826625741353
Sannikov_DmLaptev,melt,2019,AB,2,0.35010271297204987
Sannikov_DmLaptev,melt,2019,B,1,0.2239266936912794
Sannikov_DmLaptev,melt,2020,A,1,0.3163235788548517
Sannikov_DmLaptev,melt,2020,AB,2,0.3724876923331231
Sannikov_DmLaptev,melt,2020,B,1,0.20600790683045553
Sannikov_DmLaptev,melt,2021,A,1,0.2843315518388657
Sannikov_DmLaptev,melt,2021,AB,2,0.34979894595012656
Sannikov_DmLaptev,melt,2021,B,1,0.20830913619692826
Sannikov_DmLaptev,melt,2025,A,1,0.20367529560634098
Sannikov_DmLaptev,melt,2025,AC,2,0.35717074746573013
Sannikov_DmLaptev,melt,2025,C,1,0.2847113168506198
Sannikov_DmLaptev,melt,2026,A,1,0.0
Sannikov_DmLaptev,melt,2026,AC,2,0.2555360109187713
Sannikov_DmLaptev,melt,2026,ACD,3,0.28102981053562326
Sannikov_DmLaptev,melt,2026,AD,2,0.1308682485276796
Sannikov_DmLaptev,melt,2026,C,1,0.2555360109187713
Sannikov_DmLaptev,melt,2026,CD,2,0.28102981053562326
Sannikov_DmLaptev,melt,2026,D,1,0.1308682485276796
Sannikov_DmLaptev,winter,2019,A,1,0.5115647822709853
Sannikov_DmLaptev,winter,2019,AB,2,0.6092139939507042
Sannikov_DmLaptev,winter,2019,B,1,0.3865601121227303
Sannikov_DmLaptev,winter,2020,A,1,0.406557804616406
Sannikov_DmLaptev,winter,2020,AB,2,0.461060284989946
Sannikov_DmLaptev,winter,2020,B,1,0.23161812756751318
Sannikov_DmLaptev,winter,2021,A,1,0.31900382022994117
Sannikov_DmLaptev,winter,2021,AB,2,0.4066683024173507
Sannikov_DmLaptev,winter,2021,B,1,0.25650397300331496
Sannikov_DmLaptev,winter,2025,A,1,0.3250955000376068
Sannikov_DmLaptev,winter,2025,AC,2,0.3191933624762079
Sannikov_DmLaptev,winter,2025,C,1,0.09391166070305437
Sannikov_DmLaptev,winter,2026,A,1,0.24563307137364046
Sannikov_DmLaptev,winter,2026,AC,2,0.3295933014395408
Sannikov_DmLaptev,winter,2026,ACD,3,0.3295933014395408
Sannikov_DmLaptev,winter,2026,AD,2,0.24563307137364046
Sannikov_DmLaptev,winter,2026,C,1,0.17487834786831527
Sannikov_DmLaptev,winter,2026,CD,2,0.17487834786831527
Sannikov_DmLaptev,winter,2026,D,1,0.0
VictoriaStrait,freeze-up,2019,A,1,0.5446798941356427
VictoriaStrait,freeze-up,2019,AB,2,0.7247156798928868
VictoriaStrait,freeze-up,2019,B,1,0.6225416839873643
VictoriaStrait,freeze-up,2020,A,1,0.5472910820681682
VictoriaStrait,freeze-up,2020,AB,2,0.7282226770781985
VictoriaStrait,freeze-up,2020,B,1,0.6238239875182608
VictoriaStrait,freeze-up,2021,A,1,0.5377643157297557
VictoriaStrait,freeze-up,2021,AB,2,0.7026075799378417
VictoriaStrait,freeze-up,2021,B,1,0.6042203378393011
VictoriaStrait,freeze-up,2025,A,1,0.5386404408601999
VictoriaStrait,freeze-up,2025,AC,2,0.7540114376985633
VictoriaStrait,freeze-up,2025,C,1,0.6630185591778405
VictoriaStrait,melt,2019,A,1,0.3238270397756668
VictoriaStrait,melt,2019,AB,2,0.5212487780972832
VictoriaStrait,melt,2019,B,1,0.46101597833837626
VictoriaStrait,melt,2020,A,1,0.329291763473546
VictoriaStrait,melt,2020,AB,2,0.5211065294805172
VictoriaStrait,melt,2020,B,1,0.45742941721978686
VictoriaStrait,melt,2021,A,1,0.3224846865409931
VictoriaStrait,melt,2021,AB,2,0.5133686746614867
VictoriaStrait,melt,2021,B,1,0.45048770147881617
VictoriaStrait,melt,2025,A,1,0.28049830501725
VictoriaStrait,melt,2025,AC,2,0.5305095623639252
VictoriaStrait,melt,2025,C,1,0.47995987272675084
VictoriaStrait,melt,2026,A,1,0.35472975791520983
VictoriaStrait,melt,2026,AC,2,0.4841648194906741
VictoriaStrait,melt,2026,ACD,3,0.5712462296681753
VictoriaStrait,melt,2026,AD,2,0.4160456658206435
VictoriaStrait,melt,2026,C,1,0.42929752040549796
VictoriaStrait,melt,2026,CD,2,0.5683532918069345
VictoriaStrait,melt,2026,D,1,0.4114533756343657
VictoriaStrait,winter,2019,A,1,0.4882100414244782
VictoriaStrait,winter,2019,AB,2,0.69672394398543
VictoriaStrait,winter,2019,B,1,0.5742434710253703
VictoriaStrait,winter,2020,A,1,0.48864106172229643
VictoriaStrait,winter,2020,AB,2,0.6896600300283459
VictoriaStrait,winter,2020,B,1,0.56695643331022
VictoriaStrait,winter,2021,A,1,0.4840963452645191
VictoriaStrait,winter,2021,AB,2,0.6769222162857071
VictoriaStrait,winter,2021,B,1,0.5493528729995263
VictoriaStrait,winter,2025,A,1,0.4441340404059156
VictoriaStrait,winter,2025,AC,2,0.45038628297945127
VictoriaStrait,winter,2025,C,1,0.04298673849442778
VictoriaStrait,winter,2026,A,1,0.43874832307461437
VictoriaStrait,winter,2026,AC,2,0.6742087370714308
VictoriaStrait,winter,2026,ACD,3,0.6742087370714308
VictoriaStrait,winter,2026,AD,2,0.43874832307461437
VictoriaStrait,winter,2026,C,1,0.5684958937285466
VictoriaStrait,winter,2026,CD,2,0.5684958937285466
VictoriaStrait,winter,2026,D,1,0.0
Vilkitsky,freeze-up,2019,A,1,0.2626926699878362
Vilkitsky,freeze-up,2019,AB,2,0.34182691722250175
Vilkitsky,freeze-up,2019,B,1,0.19053088338028126
Vilkitsky,freeze-up,2020,A,1,0.3980708483687896
Vilkitsky,freeze-up,2020,AB,2,0.5361989287098418
Vilkitsky,freeze-up,2020,B,1,0.4322311483686616
Vilkitsky,freeze-up,2021,A,1,0.43395729539528416
Vilkitsky,freeze-up,2021,AB,2,0.5119770398791363
Vilkitsky,freeze-up,2021,B,1,0.37198301572884757
Vilkitsky,freeze-up,2025,A,1,0.48153256601191735
Vilkitsky,freeze-up,2025,AC,2,0.5720096444132103
Vilkitsky,freeze-up,2025,C,1,0.3990247335072609
Vilkitsky,melt,2019,A,1,0.10454066904937032
Vilkitsky,melt,2019,AB,2,0.20364636854330753
Vilkitsky,melt,2019,B,1,0.20255783211082015
Vilkitsky,melt,2020,A,1,0.3487312347591987
Vilkitsky,melt,2020,AB,2,0.3848350473268847
Vilkitsky,melt,2020,B,1,0.17498252631492528
Vilkitsky,melt,2021,A,1,0.27166864798112444
Vilkitsky,melt,2021,AB,2,0.35818787062821267
Vilkitsky,melt,2021,B,1,0.24502439311612995
Vilkitsky,melt,2025,A,1,0.27953266847017333
Vilkitsky,melt,2025,AC,2,0.37180628458677084
Vilkitsky,melt,2025,C,1,0.2510288967267472
Vilkitsky,melt,2026,A,1,0.3168874730652906
Vilkitsky,melt,2026,AC,2,0.3104350842237657
Vilkitsky,melt,2026,ACD,3,0.42253859042794983
Vilkitsky,melt,2026,AD,2,0.35238227693486546
Vilkitsky,melt,2026,C,1,0.2597951410005732
Vilkitsky,melt,2026,CD,2,0.3851157759813058
Vilkitsky,melt,2026,D,1,0.3020473988454173
Vilkitsky,winter,2019,A,1,0.46624723669044676
Vilkitsky,winter,2019,AB,2,0.5251267821821332
Vilkitsky,winter,2019,B,1,0.2735463858822678
Vilkitsky,winter,2020,A,1,0.1808057044366601
Vilkitsky,winter,2020,AB,2,0.3507102796481119
Vilkitsky,winter,2020,B,1,0.27832363972235474
Vilkitsky,winter,2021,A,1,0.41663586043817896
Vilkitsky,winter,2021,AB,2,0.5244630036164117
Vilkitsky,winter,2021,B,1,0.39841605467503277
Vilkitsky,winter,2025,A,1,0.3778246815421495
Vilkitsky,winter,2025,AC,2,0.3826003318044932
Vilkitsky,winter,2025,C,1,0.0
Vilkitsky,winter,2026,A,1,0.3770104437672567
Vilkitsky,winter,2026,AC,2,0.479731026008494
Vilkitsky,winter,2026,ACD,3,0.479731026008494
Vilkitsky,winter,2026,AD,2,0.3770104437672567
Vilkitsky,winter,2026,C,1,0.33626636031820956
Vilkitsky,winter,2026,CD,2,0.33626636031820956
Vilkitsky,winter,2026,D,1,0.0
