region,year,season,n_acq,window_h,partial,med_gap_h,p90_gap_h,drift_pairs,n_S1A,n_S1B,n_S1C,n_S1D,O6,O12,O24,O48,O72,O168,O24_lab,O12_lab,per
AKcorr_1,2016,winter,4,2184.0,0,288.0,1209.61,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not met,not met,2016-18
AKcorr_1,2016,melt,3,2928.0,0,534.55,924.01,1,1,2,0,0,0.0,0.0,0.0,0.0163,0.0163,0.0163,not met,not met,2016-18
AKcorr_1,2016,freeze-up,16,2208.0,0,120.14,215.59,3,0,16,0,0,0.0,0.0,0.0,0.0216,0.077,0.5822,not met,not met,2016-18
AKcorr_1,2017,winter,34,2160.0,0,59.03,106.76,27,6,28,0,0,0.0,0.0,0.0924,0.1653,0.3662,0.9395,not met,not met,2016-18
AKcorr_1,2017,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836,not met,not met,2016-18
AKcorr_1,2017,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131,not met,not met,2016-18
AKcorr_1,2018,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333,not met,not met,2016-18
AKcorr_1,2018,melt,28,2928.0,0,72.4,167.86,8,28,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.91,not met,not met,2016-18
AKcorr_1,2018,freeze-up,22,2208.0,0,72.4,167.86,6,22,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8698,not met,not met,2016-18
AKcorr_1,2019,winter,22,2160.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.9333,not met,not met,pre19-21
AKcorr_1,2019,melt,31,2928.0,0,72.4,167.86,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836,not met,not met,pre19-21
AKcorr_1,2019,freeze-up,21,2208.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1513,0.1513,0.8042,not met,not met,pre19-21
AKcorr_1,2020,winter,25,2184.0,0,72.4,167.86,8,23,2,0,0,0.0,0.0,0.0,0.1749,0.1749,0.9781,not met,not met,pre19-21
AKcorr_1,2020,melt,25,2928.0,0,102.56,167.86,4,22,3,0,0,0.0,0.0,0.0,0.0652,0.0652,0.8279,not met,not met,pre19-21
AKcorr_1,2020,freeze-up,21,2208.0,0,72.4,167.86,5,21,0,0,0,0.0,0.0,0.0,0.1081,0.1081,0.8698,not met,not met,pre19-21
AKcorr_1,2021,winter,21,2160.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.8556,not met,not met,pre19-21
AKcorr_1,2021,melt,25,2928.0,0,120.14,167.86,3,23,2,0,0,0.0,0.0,0.0,0.0489,0.0489,0.8689,not met,not met,pre19-21
AKcorr_1,2021,freeze-up,27,2208.0,0,72.4,126.43,8,23,4,0,0,0.0,0.0,0.0,0.173,0.173,0.9347,not met,not met,pre19-21
AKcorr_1,2022,winter,21,2160.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1326,0.1326,0.9333,not met,not met,during22-24
AKcorr_1,2022,melt,20,2928.0,0,120.14,167.86,0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9263,not met,not met,during22-24
AKcorr_1,2022,freeze-up,15,2208.0,0,144.0,167.86,1,15,0,0,0,0.0,0.0,0.0,0.0216,0.0216,0.8042,not met,not met,during22-24
AKcorr_1,2023,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333,not met,not met,during22-24
AKcorr_1,2023,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836,not met,not met,during22-24
AKcorr_1,2023,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131,not met,not met,during22-24
AKcorr_1,2024,winter,18,2184.0,0,72.4,196.82,6,18,0,0,0,0.0,0.0,0.0,0.1311,0.1311,0.6043,not met,not met,during22-24
AKcorr_1,2024,melt,24,2928.0,0,120.14,167.86,5,24,0,0,0,0.0,0.0,0.0,0.0815,0.0815,0.8032,not met,not met,during22-24
AKcorr_1,2024,freeze-up,21,2208.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8154,not met,not met,during22-24
AKcorr_1,2025,winter,22,2160.0,0,72.4,167.86,8,22,0,0,0,0.0,0.0,0.0,0.1768,0.1768,0.8442,not met,not met,post25-26
AKcorr_1,2025,melt,32,2928.0,0,84.99,120.14,3,23,0,9,0,0.0,0.0,0.0,0.0489,0.0489,0.9546,not met,not met,post25-26
AKcorr_1,2025,freeze-up,30,2208.0,0,72.4,84.99,8,24,0,6,0,0.0,0.0,0.0,0.173,0.173,0.9675,not met,not met,post25-26
AKcorr_1,2026,winter,27,2160.0,0,82.87,84.99,6,19,0,8,0,0.0,0.0,0.0,0.1326,0.1326,0.8394,not met,not met,post25-26
AKcorr_1,2026,melt,21,2327.8,1,84.98,122.52,1,0,0,7,14,0.0,0.0,0.0,0.0103,0.0103,0.7789,not met,not met,post25-26
AKcorr_2,2016,winter,6,2184.0,0,288.0,460.8,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not met,not met,2016-18
AKcorr_2,2016,melt,3,2928.0,0,359.99,532.8,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492,not met,not met,2016-18
AKcorr_2,2016,freeze-up,14,2208.0,0,120.14,278.45,7,0,14,0,0,0.0,0.0,0.0121,0.0493,0.077,0.3646,not met,not met,2016-18
AKcorr_2,2017,winter,31,2160.0,0,61.1,108.1,24,6,25,0,0,0.0,0.0,0.0924,0.1476,0.2656,0.7294,not met,not met,2016-18
AKcorr_2,2017,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836,not met,not met,2016-18
AKcorr_2,2017,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131,not met,not met,2016-18
AKcorr_2,2018,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333,not met,not met,2016-18
AKcorr_2,2018,melt,28,2928.0,0,72.4,167.86,8,28,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.91,not met,not met,2016-18
AKcorr_2,2018,freeze-up,22,2208.0,0,72.4,167.86,6,22,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8698,not met,not met,2016-18
AKcorr_2,2019,winter,22,2160.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.9333,not met,not met,pre19-21
AKcorr_2,2019,melt,31,2928.0,0,72.4,167.86,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836,not met,not met,pre19-21
AKcorr_2,2019,freeze-up,22,2208.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1513,0.1513,0.9131,not met,not met,pre19-21
AKcorr_2,2020,winter,23,2184.0,0,72.4,167.86,8,23,0,0,0,0.0,0.0,0.0,0.1748,0.1748,0.8681,not met,not met,pre19-21
AKcorr_2,2020,melt,22,2928.0,0,120.14,167.86,4,22,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.7459,not met,not met,pre19-21
AKcorr_2,2020,freeze-up,21,2208.0,0,72.4,167.86,5,21,0,0,0,0.0,0.0,0.0,0.1081,0.1081,0.8698,not met,not met,pre19-21
AKcorr_2,2021,winter,21,2160.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.8556,not met,not met,pre19-21
AKcorr_2,2021,melt,23,2928.0,0,120.14,167.86,3,23,0,0,0,0.0,0.0,0.0,0.0489,0.0489,0.8689,not met,not met,pre19-21
AKcorr_2,2021,freeze-up,23,2208.0,0,72.4,167.86,8,23,0,0,0,0.0,0.0,0.0,0.1729,0.1729,0.9347,not met,not met,pre19-21
AKcorr_2,2022,winter,21,2160.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1326,0.1326,0.9333,not met,not met,during22-24
AKcorr_2,2022,melt,20,2928.0,0,120.14,167.86,0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9263,not met,not met,during22-24
AKcorr_2,2022,freeze-up,15,2208.0,0,144.0,167.86,1,15,0,0,0,0.0,0.0,0.0,0.0216,0.0216,0.8042,not met,not met,during22-24
AKcorr_2,2023,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333,not met,not met,during22-24
AKcorr_2,2023,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836,not met,not met,during22-24
AKcorr_2,2023,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131,not met,not met,during22-24
AKcorr_2,2024,winter,19,2184.0,0,72.4,189.58,7,19,0,0,0,0.0,0.0,0.0,0.153,0.153,0.6043,not met,not met,during22-24
AKcorr_2,2024,melt,24,2928.0,0,120.14,167.86,5,24,0,0,0,0.0,0.0,0.0,0.0815,0.0815,0.8032,not met,not met,during22-24
AKcorr_2,2024,freeze-up,21,2208.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8154,not met,not met,during22-24
AKcorr_2,2025,winter,22,2160.0,0,72.4,167.86,8,22,0,0,0,0.0,0.0,0.0,0.1768,0.1768,0.8442,not met,not met,post25-26
AKcorr_2,2025,melt,32,2928.0,0,84.98,120.14,3,23,0,9,0,0.0,0.0,0.0,0.0489,0.0489,0.9546,not met,not met,post25-26
AKcorr_2,2025,freeze-up,30,2208.0,0,72.4,84.98,8,24,0,6,0,0.0,0.0,0.0,0.1729,0.1729,0.9675,not met,not met,post25-26
AKcorr_2,2026,winter,27,2160.0,0,82.88,84.98,6,19,0,8,0,0.0,0.0,0.0,0.1326,0.1326,0.8393,not met,not met,post25-26
AKcorr_2,2026,melt,21,2327.8,1,84.96,122.52,1,0,0,7,14,0.0,0.0,0.0,0.0103,0.0103,0.7789,not met,not met,post25-26
AKcorr_3,2016,winter,6,2184.0,0,288.0,460.8,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not met,not met,2016-18
AKcorr_3,2016,melt,4,2928.0,0,301.36,521.07,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492,not met,not met,2016-18
AKcorr_3,2016,freeze-up,24,2208.0,0,61.09,196.5,16,0,24,0,0,0.0,0.0,0.0182,0.1202,0.2567,0.5883,not met,not met,2016-18
AKcorr_3,2017,winter,46,2160.0,0,37.22,102.57,54,9,37,0,0,0.0,0.0243,0.1366,0.2519,0.5252,0.9395,not met,not met,2016-18
AKcorr_3,2017,melt,40,2928.0,0,82.9,120.14,19,31,9,0,0,0.0,0.0,0.0,0.2775,0.2775,0.9836,not met,not met,2016-18
AKcorr_3,2017,freeze-up,30,2208.0,0,82.9,120.14,14,23,7,0,0,0.0,0.0,0.0,0.2694,0.2694,0.9675,not met,not met,2016-18
AKcorr_3,2018,winter,27,2160.0,0,82.9,120.14,12,22,5,0,0,0.0,0.0,0.0,0.2409,0.2409,0.9554,not met,not met,2016-18
AKcorr_3,2018,melt,42,2928.0,0,47.73,120.14,21,39,3,0,0,0.0,0.0,0.0,0.3316,0.3316,0.9553,not met,not met,2016-18
AKcorr_3,2018,freeze-up,31,2208.0,0,72.4,120.14,14,29,2,0,0,0.0,0.0,0.0,0.2931,0.2931,0.9675,not met,not met,2016-18
AKcorr_3,2019,winter,32,2160.0,0,47.73,120.14,17,29,3,0,0,0.0,0.0,0.0,0.3611,0.3611,0.9333,not met,not met,pre19-21
AKcorr_3,2019,melt,49,2928.0,0,47.73,120.14,41,41,8,0,0,0.0,0.0,0.0815,0.3632,0.3798,0.9836,not met,not met,pre19-21
AKcorr_3,2019,freeze-up,43,2208.0,0,47.73,82.9,40,30,13,0,0,0.0,0.0,0.1513,0.4086,0.4086,0.9722,not met,not met,pre19-21
AKcorr_3,2020,winter,41,2184.0,0,47.73,110.69,40,30,11,0,0,0.0,0.0,0.1639,0.3728,0.3728,0.989,not met,not met,pre19-21
AKcorr_3,2020,melt,40,2928.0,0,47.73,120.14,29,33,7,0,0,0.0,0.0,0.0815,0.2409,0.2409,0.9426,not met,not met,pre19-21
AKcorr_3,2020,freeze-up,39,2208.0,0,47.73,120.14,30,28,11,0,0,0.0,0.0048,0.1128,0.3269,0.3593,0.9843,not met,not met,pre19-21
AKcorr_3,2021,winter,40,2160.0,0,47.73,90.34,39,30,10,0,0,0.0,0.0,0.1657,0.377,0.377,0.9444,not met,not met,pre19-21
AKcorr_3,2021,melt,48,2928.0,0,47.73,97.79,35,33,15,0,0,0.0,0.0,0.0734,0.3309,0.3554,0.9426,not met,not met,pre19-21
AKcorr_3,2021,freeze-up,45,2208.0,0,47.73,82.9,44,31,14,0,0,0.0,0.0,0.1513,0.4639,0.4639,0.9563,not met,not met,pre19-21
AKcorr_3,2022,winter,28,2160.0,0,72.4,120.14,13,28,0,0,0,0.0,0.0,0.0,0.2873,0.2873,0.9333,not met,not met,during22-24
AKcorr_3,2022,melt,31,2928.0,0,120.14,120.14,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836,not met,not met,during22-24
AKcorr_3,2022,freeze-up,22,2208.0,0,120.14,120.14,8,22,0,0,0,0.0,0.0,0.0,0.1729,0.1729,0.8258,not met,not met,during22-24
AKcorr_3,2023,winter,27,2160.0,0,72.4,120.14,12,27,0,0,0,0.0,0.0,0.0,0.2652,0.2652,0.9554,not met,not met,during22-24
AKcorr_3,2023,melt,34,2928.0,0,72.4,120.14,13,34,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.9836,not met,not met,during22-24
AKcorr_3,2023,freeze-up,30,2208.0,0,47.73,120.14,15,30,0,0,0,0.0,0.0,0.0,0.3243,0.3243,0.9347,not met,not met,during22-24
AKcorr_3,2024,winter,25,2184.0,0,60.07,120.14,12,25,0,0,0,0.0,0.0,0.0,0.2623,0.2623,0.7031,not met,not met,during22-24
AKcorr_3,2024,melt,32,2928.0,0,72.4,167.86,13,32,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.8358,not met,not met,during22-24
AKcorr_3,2024,freeze-up,27,2208.0,0,72.4,120.14,10,27,0,0,0,0.0,0.0,0.0,0.2162,0.2162,0.9675,not met,not met,during22-24
AKcorr_3,2025,winter,30,2160.0,0,47.73,120.14,16,30,0,0,0,0.0,0.0,0.0,0.3536,0.3536,0.8884,not met,not met,post25-26
AKcorr_3,2025,melt,63,2928.0,0,37.24,72.4,74,33,0,30,0,0.0,0.0,0.0916,0.6018,0.6385,0.9836,not met,not met,post25-26
AKcorr_3,2025,freeze-up,59,2208.0,0,35.16,72.4,88,32,0,27,0,0.0,0.0,0.2032,0.7048,0.7267,0.9891,not met,not met,post25-26
AKcorr_3,2026,winter,55,2160.0,0,35.16,72.4,82,25,0,30,0,0.0,0.0,0.1759,0.6603,0.6877,0.9554,not met,not met,post25-26
AKcorr_3,2026,melt,31,2327.8,1,47.73,120.13,19,0,0,15,16,0.0,0.0046,0.0103,0.2703,0.2957,0.8248,not met,not met,post25-26
AKcorr_4,2016,winter,7,2184.0,0,288.0,288.0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,not met,not met,2016-18
