region,year,season,dt_h,O,n_acq
AKcorr_5,2022,winter,24,0.0,13
AKcorr_5,2022,winter,48,0.0335,13
AKcorr_5,2022,winter,72,0.0335,13
AKcorr_5,2022,winter,168,0.1341,13
AKcorr_5,2022,shoulder,6,0.0,3
AKcorr_5,2022,shoulder,12,0.0,3
AKcorr_5,2022,shoulder,24,0.0,3
AKcorr_5,2022,shoulder,48,0.0,3
AKcorr_5,2022,shoulder,72,0.0,3
AKcorr_5,2022,shoulder,168,0.0,3
AKcorr_5,2022,melt,6,0.0,9
AKcorr_5,2022,melt,12,0.0,9
AKcorr_5,2022,melt,24,0.0,9
AKcorr_5,2022,melt,48,0.0,9
AKcorr_5,2022,melt,72,0.0,9
AKcorr_5,2022,melt,168,0.0989,9
AKcorr_5,2022,freeze-up,6,0.0,14
AKcorr_5,2022,freeze-up,12,0.0,14
AKcorr_5,2022,freeze-up,24,0.0,14
AKcorr_5,2022,freeze-up,48,0.0,14
AKcorr_5,2022,freeze-up,72,0.0,14
AKcorr_5,2022,freeze-up,168,0.1968,14
AKcorr_5,2023,winter,6,0.0,15
AKcorr_5,2023,winter,12,0.0,15
AKcorr_5,2023,winter,24,0.0,15
AKcorr_5,2023,winter,48,0.0,15
AKcorr_5,2023,winter,72,0.0,15
AKcorr_5,2023,winter,168,0.2347,15
AKcorr_5,2023,shoulder,6,0.0,6
AKcorr_5,2023,shoulder,12,0.0,6
AKcorr_5,2023,shoulder,24,0.0,6
AKcorr_5,2023,shoulder,48,0.0,6
AKcorr_5,2023,shoulder,72,0.0,6
AKcorr_5,2023,shoulder,168,0.1484,6
AKcorr_5,2023,melt,6,0.0,10
AKcorr_5,2023,melt,12,0.0,10
AKcorr_5,2023,melt,24,0.0,10
AKcorr_5,2023,melt,48,0.0326,10
AKcorr_5,2023,melt,72,0.0326,10
AKcorr_5,2023,melt,168,0.1889,10
AKcorr_5,2023,freeze-up,6,0.0,16
AKcorr_5,2023,freeze-up,12,0.0,16
AKcorr_5,2023,freeze-up,24,0.0,16
AKcorr_5,2023,freeze-up,48,0.0328,16
AKcorr_5,2023,freeze-up,72,0.0328,16
AKcorr_5,2023,freeze-up,168,0.2296,16
AKcorr_5,2024,winter,6,0.0,17
AKcorr_5,2024,winter,12,0.0,17
AKcorr_5,2024,winter,24,0.0,17
AKcorr_5,2024,winter,48,0.1206,17
AKcorr_5,2024,winter,72,0.1206,17
AKcorr_5,2024,winter,168,0.4838,17
AKcorr_5,2024,shoulder,6,0.0,3
AKcorr_5,2024,shoulder,12,0.0,3
AKcorr_5,2024,shoulder,24,0.0,3
AKcorr_5,2024,shoulder,48,0.0,3
AKcorr_5,2024,shoulder,72,0.0,3
AKcorr_5,2024,shoulder,168,0.0,3
AKcorr_5,2024,melt,6,0.0,10
AKcorr_5,2024,melt,12,0.0,10
AKcorr_5,2024,melt,24,0.0,10
AKcorr_5,2024,melt,48,0.0,10
AKcorr_5,2024,melt,72,0.0,10
AKcorr_5,2024,melt,168,0.1236,10
AKcorr_5,2024,freeze-up,6,0.0,14
AKcorr_5,2024,freeze-up,12,0.0,14
AKcorr_5,2024,freeze-up,24,0.0,14
AKcorr_5,2024,freeze-up,48,0.0,14
AKcorr_5,2024,freeze-up,72,0.0,14
AKcorr_5,2024,freeze-up,168,0.1968,14
AKcorr_5,2025,winter,6,0.0,11
AKcorr_5,2025,winter,12,0.0,11
AKcorr_5,2025,winter,24,0.0,11
AKcorr_5,2025,winter,48,0.0221,11
AKcorr_5,2025,winter,72,0.0221,11
AKcorr_5,2025,winter,168,0.1275,11
AKcorr_5,2025,shoulder,6,0.0,11
AKcorr_5,2025,shoulder,12,0.0,11
AKcorr_5,2025,shoulder,24,0.0,11
AKcorr_5,2025,shoulder,48,0.0835,11
AKcorr_5,2025,shoulder,72,0.0835,11
AKcorr_5,2025,shoulder,168,0.4683,11
AKcorr_5,2025,melt,6,0.0,19
AKcorr_5,2025,melt,12,0.0,19
AKcorr_5,2025,melt,24,0.0326,19
AKcorr_5,2025,melt,48,0.0707,19
AKcorr_5,2025,melt,72,0.0707,19
AKcorr_5,2025,melt,168,0.4016,19
AKcorr_5,2025,freeze-up,6,0.0,43
AKcorr_5,2025,freeze-up,12,0.0381,43
AKcorr_5,2025,freeze-up,24,0.1245,43
AKcorr_5,2025,freeze-up,48,0.2593,43
AKcorr_5,2025,freeze-up,72,0.3566,43
AKcorr_5,2025,freeze-up,168,0.9783,43
AKcorr_5,2026,winter,6,0.0,38
AKcorr_5,2026,winter,12,0.0389,38
AKcorr_5,2026,winter,24,0.1052,38
AKcorr_5,2026,winter,48,0.2421,38
AKcorr_5,2026,winter,72,0.3084,38
AKcorr_5,2026,winter,168,0.9382,38
AKcorr_5,2026,shoulder,6,0.0,31
AKcorr_5,2026,shoulder,12,0.0215,31
AKcorr_5,2026,shoulder,24,0.0975,31
AKcorr_5,2026,shoulder,48,0.3126,31
AKcorr_5,2026,shoulder,72,0.3615,31
AKcorr_5,2026,shoulder,168,0.9836,31
AKcorr_5,2026,melt,6,0.0,29
AKcorr_5,2026,melt,12,0.0271,29
AKcorr_5,2026,melt,24,0.0385,29
AKcorr_5,2026,melt,48,0.1344,29
AKcorr_5,2026,melt,72,0.1344,29
AKcorr_5,2026,melt,168,0.7332,29
AKcorr_6,2016,winter,6,0.0,12
AKcorr_6,2016,winter,12,0.0,12
AKcorr_6,2016,winter,24,0.0,12
AKcorr_6,2016,winter,48,0.0,12
AKcorr_6,2016,winter,72,0.0,12
AKcorr_6,2016,winter,168,0.1748,12
AKcorr_6,2016,shoulder,6,0.0,6
AKcorr_6,2016,shoulder,12,0.0,6
AKcorr_6,2016,shoulder,24,0.0,6
AKcorr_6,2016,shoulder,48,0.0,6
AKcorr_6,2016,shoulder,72,0.0,6
AKcorr_6,2016,shoulder,168,0.0652,6
AKcorr_6,2016,melt,6,0.0,6
AKcorr_6,2016,melt,12,0.0,6
AKcorr_6,2016,melt,24,0.0,6
AKcorr_6,2016,melt,48,0.0,6
AKcorr_6,2016,melt,72,0.0,6
AKcorr_6,2016,melt,168,0.0492,6
AKcorr_6,2016,freeze-up,6,0.0,31
AKcorr_6,2016,freeze-up,12,0.0,31
AKcorr_6,2016,freeze-up,24,0.0363,31
AKcorr_6,2016,freeze-up,48,0.2257,31
AKcorr_6,2016,freeze-up,72,0.2257,31
AKcorr_6,2016,freeze-up,168,0.7982,31
AKcorr_6,2017,winter,6,0.0,51
AKcorr_6,2017,winter,12,0.0292,51
AKcorr_6,2017,winter,24,0.2015,51
AKcorr_6,2017,winter,48,0.3861,51
AKcorr_6,2017,winter,72,0.4148,51
AKcorr_6,2017,winter,168,0.9841,51
AKcorr_6,2017,shoulder,6,0.0,28
AKcorr_6,2017,shoulder,12,0.0359,28
AKcorr_6,2017,shoulder,24,0.1663,28
AKcorr_6,2017,shoulder,48,0.2967,28
AKcorr_6,2017,shoulder,72,0.4725,28
AKcorr_6,2017,shoulder,168,0.9413,28
AKcorr_6,2017,melt,6,0.0,22
AKcorr_6,2017,melt,12,0.0287,22
AKcorr_6,2017,melt,24,0.0287,22
AKcorr_6,2017,melt,48,0.0287,22
AKcorr_6,2017,melt,72,0.0287,22
AKcorr_6,2017,melt,168,0.3541,22
AKcorr_6,2017,freeze-up,6,0.0,14
AKcorr_6,2017,freeze-up,12,0.0191,14
AKcorr_6,2017,freeze-up,24,0.0191,14
AKcorr_6,2017,freeze-up,48,0.0191,14
AKcorr_6,2017,freeze-up,72,0.0751,14
AKcorr_6,2017,freeze-up,168,0.1079,14
AKcorr_6,2018,winter,6,0.0,21
AKcorr_6,2018,winter,12,0.0243,21
AKcorr_6,2018,winter,24,0.0243,21
AKcorr_6,2018,winter,48,0.0243,21
AKcorr_6,2018,winter,72,0.1676,21
AKcorr_6,2018,winter,168,0.2682,21
AKcorr_6,2018,shoulder,6,0.0,8
AKcorr_6,2018,shoulder,12,0.0215,8
AKcorr_6,2018,shoulder,24,0.0215,8
AKcorr_6,2018,shoulder,48,0.0215,8
AKcorr_6,2018,shoulder,72,0.0215,8
AKcorr_6,2018,shoulder,168,0.0215,8
AKcorr_6,2018,melt,6,0.0,11
AKcorr_6,2018,melt,12,0.0036,11
AKcorr_6,2018,melt,24,0.0036,11
AKcorr_6,2018,melt,48,0.0036,11
AKcorr_6,2018,melt,72,0.0036,11
AKcorr_6,2018,melt,168,0.0283,11
AKcorr_6,2018,freeze-up,6,0.0,15
AKcorr_6,2018,freeze-up,12,0.0143,15
AKcorr_6,2018,freeze-up,24,0.0143,15
AKcorr_6,2018,freeze-up,48,0.0143,15
AKcorr_6,2018,freeze-up,72,0.0984,15
AKcorr_6,2018,freeze-up,168,0.1312,15
AKcorr_6,2019,winter,6,0.0,16
AKcorr_6,2019,winter,12,0.0195,16
AKcorr_6,2019,winter,24,0.0195,16
AKcorr_6,2019,winter,48,0.0195,16
AKcorr_6,2019,winter,72,0.1054,16
AKcorr_6,2019,winter,168,0.1725,16
AKcorr_6,2019,shoulder,6,0.0,9
AKcorr_6,2019,shoulder,12,0.0216,9
AKcorr_6,2019,shoulder,24,0.0216,9
AKcorr_6,2019,shoulder,48,0.0216,9
AKcorr_6,2019,shoulder,72,0.1484,9
AKcorr_6,2019,shoulder,168,0.1484,9
AKcorr_6,2019,melt,6,0.0,23
AKcorr_6,2019,melt,12,0.018,23
AKcorr_6,2019,melt,24,0.0506,23
AKcorr_6,2019,melt,48,0.1321,23
AKcorr_6,2019,melt,72,0.2166,23
AKcorr_6,2019,melt,168,0.4133,23
AKcorr_6,2019,freeze-up,6,0.0,35
AKcorr_6,2019,freeze-up,12,0.0334,35
AKcorr_6,2019,freeze-up,24,0.109,35
AKcorr_6,2019,freeze-up,48,0.2387,35
AKcorr_6,2019,freeze-up,72,0.4349,35
AKcorr_6,2019,freeze-up,168,0.837,35
AKcorr_6,2020,winter,6,0.0,39
AKcorr_6,2020,winter,12,0.0337,39
AKcorr_6,2020,winter,24,0.1211,39
AKcorr_6,2020,winter,48,0.2959,39
AKcorr_6,2020,winter,72,0.4943,39
AKcorr_6,2020,winter,168,0.989,39
AKcorr_6,2020,shoulder,6,0.0,10
AKcorr_6,2020,shoulder,12,0.0072,10
AKcorr_6,2020,shoulder,24,0.0398,10
AKcorr_6,2020,shoulder,48,0.0398,10
AKcorr_6,2020,shoulder,72,0.0821,10
AKcorr_6,2020,shoulder,168,0.181,10
AKcorr_6,2020,melt,6,0.0,24
AKcorr_6,2020,melt,12,0.0144,24
AKcorr_6,2020,melt,24,0.0551,24
AKcorr_6,2020,melt,48,0.0551,24
AKcorr_6,2020,melt,72,0.1397,24
AKcorr_6,2020,melt,168,0.1644,24
AKcorr_6,2020,freeze-up,6,0.0,26
AKcorr_6,2020,freeze-up,12,0.0286,26
AKcorr_6,2020,freeze-up,24,0.0718,26
AKcorr_6,2020,freeze-up,48,0.0718,26
AKcorr_6,2020,freeze-up,72,0.2119,26
AKcorr_6,2020,freeze-up,168,0.3272,26
AKcorr_6,2021,winter,6,0.0,28
AKcorr_6,2021,winter,12,0.0292,28
AKcorr_6,2021,winter,24,0.1065,28
AKcorr_6,2021,winter,48,0.1065,28
AKcorr_6,2021,winter,72,0.2784,28
AKcorr_6,2021,winter,168,0.312,28
AKcorr_6,2021,shoulder,6,0.0,14
AKcorr_6,2021,shoulder,12,0.0215,14
AKcorr_6,2021,shoulder,24,0.0704,14
AKcorr_6,2021,shoulder,48,0.0704,14
AKcorr_6,2021,shoulder,72,0.1973,14
AKcorr_6,2021,shoulder,168,0.1973,14
AKcorr_6,2021,melt,6,0.0,22
AKcorr_6,2021,melt,12,0.0108,22
AKcorr_6,2021,melt,24,0.0434,22
AKcorr_6,2021,melt,48,0.0434,22
AKcorr_6,2021,melt,72,0.1068,22
AKcorr_6,2021,melt,168,0.1608,22
AKcorr_6,2021,freeze-up,6,0.0,26
AKcorr_6,2021,freeze-up,12,0.019,26
AKcorr_6,2021,freeze-up,24,0.0947,26
AKcorr_6,2021,freeze-up,48,0.0947,26
AKcorr_6,2021,freeze-up,72,0.2629,26
AKcorr_6,2021,freeze-up,168,0.2957,26
AKcorr_6,2022,winter,6,0.0,12
AKcorr_6,2022,winter,12,0.0,12
AKcorr_6,2022,winter,24,0.0,12
AKcorr_6,2022,winter,48,0.0,12
AKcorr_6,2022,winter,72,0.0,12
AKcorr_6,2022,winter,168,0.1341,12
AKcorr_6,2022,shoulder,6,0.0,3
AKcorr_6,2022,shoulder,12,0.0,3
AKcorr_6,2022,shoulder,24,0.0,3
AKcorr_6,2022,shoulder,48,0.0,3
AKcorr_6,2022,shoulder,72,0.0,3
AKcorr_6,2022,shoulder,168,0.0,3
AKcorr_6,2022,melt,6,0.0,9
AKcorr_6,2022,melt,12,0.0,9
AKcorr_6,2022,melt,24,0.0,9
AKcorr_6,2022,melt,48,0.0,9
AKcorr_6,2022,melt,72,0.0,9
AKcorr_6,2022,melt,168,0.0989,9
AKcorr_6,2022,freeze-up,6,0.0,14
AKcorr_6,2022,freeze-up,12,0.0,14
AKcorr_6,2022,freeze-up,24,0.0,14
AKcorr_6,2022,freeze-up,48,0.0,14
AKcorr_6,2022,freeze-up,72,0.0,14
AKcorr_6,2022,freeze-up,168,0.1967,14
AKcorr_6,2023,winter,6,0.0,15
AKcorr_6,2023,winter,12,0.0,15
AKcorr_6,2023,winter,24,0.0,15
AKcorr_6,2023,winter,48,0.0,15
AKcorr_6,2023,winter,72,0.0,15
AKcorr_6,2023,winter,168,0.2346,15
AKcorr_6,2023,shoulder,6,0.0,6
AKcorr_6,2023,shoulder,12,0.0,6
AKcorr_6,2023,shoulder,24,0.0,6
AKcorr_6,2023,shoulder,48,0.0,6
AKcorr_6,2023,shoulder,72,0.0,6
AKcorr_6,2023,shoulder,168,0.1484,6
AKcorr_6,2023,melt,6,0.0,10
AKcorr_6,2023,melt,12,0.0,10
AKcorr_6,2023,melt,24,0.0,10
AKcorr_6,2023,melt,48,0.0326,10
AKcorr_6,2023,melt,72,0.0326,10
AKcorr_6,2023,melt,168,0.1888,10
AKcorr_6,2023,freeze-up,6,0.0,15
AKcorr_6,2023,freeze-up,12,0.0,15
AKcorr_6,2023,freeze-up,24,0.0,15
AKcorr_6,2023,freeze-up,48,0.0,15
AKcorr_6,2023,freeze-up,72,0.0,15
AKcorr_6,2023,freeze-up,168,0.2295,15
AKcorr_6,2024,winter,6,0.0,16
AKcorr_6,2024,winter,12,0.0,16
AKcorr_6,2024,winter,24,0.0,16
AKcorr_6,2024,winter,48,0.0874,16
AKcorr_6,2024,winter,72,0.0874,16
AKcorr_6,2024,winter,168,0.4838,16
AKcorr_6,2024,shoulder,6,0.0,3
AKcorr_6,2024,shoulder,12,0.0,3
AKcorr_6,2024,shoulder,24,0.0,3
AKcorr_6,2024,shoulder,48,0.0,3
AKcorr_6,2024,shoulder,72,0.0,3
AKcorr_6,2024,shoulder,168,0.0,3
AKcorr_6,2024,melt,6,0.0,10
AKcorr_6,2024,melt,12,0.0,10
AKcorr_6,2024,melt,24,0.0,10
AKcorr_6,2024,melt,48,0.0,10
AKcorr_6,2024,melt,72,0.0,10
AKcorr_6,2024,melt,168,0.1236,10
AKcorr_6,2024,freeze-up,6,0.0,14
AKcorr_6,2024,freeze-up,12,0.0,14
AKcorr_6,2024,freeze-up,24,0.0,14
AKcorr_6,2024,freeze-up,48,0.0,14
AKcorr_6,2024,freeze-up,72,0.0,14
AKcorr_6,2024,freeze-up,168,0.1967,14
AKcorr_6,2025,winter,6,0.0,10
AKcorr_6,2025,winter,12,0.0,10
AKcorr_6,2025,winter,24,0.0,10
AKcorr_6,2025,winter,48,0.0,10
AKcorr_6,2025,winter,72,0.0,10
AKcorr_6,2025,winter,168,0.1275,10
AKcorr_6,2025,shoulder,6,0.0,15
AKcorr_6,2025,shoulder,12,0.0215,15
AKcorr_6,2025,shoulder,24,0.0215,15
AKcorr_6,2025,shoulder,48,0.1376,15
AKcorr_6,2025,shoulder,72,0.1799,15
AKcorr_6,2025,shoulder,168,0.5335,15
AKcorr_6,2025,melt,6,0.0,31
AKcorr_6,2025,melt,12,0.0144,31
AKcorr_6,2025,melt,24,0.0469,31
AKcorr_6,2025,melt,48,0.1584,31
AKcorr_6,2025,melt,72,0.243,31
AKcorr_6,2025,melt,168,0.4834,31
AKcorr_6,2025,freeze-up,6,0.0,48
AKcorr_6,2025,freeze-up,12,0.0762,48
AKcorr_6,2025,freeze-up,24,0.1626,48
AKcorr_6,2025,freeze-up,48,0.2975,48
AKcorr_6,2025,freeze-up,72,0.5217,48
AKcorr_6,2025,freeze-up,168,0.9783,48
AKcorr_6,2026,winter,6,0.0,40
AKcorr_6,2026,winter,12,0.0584,40
AKcorr_6,2026,winter,24,0.1247,40
AKcorr_6,2026,winter,48,0.2502,40
AKcorr_6,2026,winter,72,0.3648,40
AKcorr_6,2026,winter,168,0.9382,40
AKcorr_6,2026,shoulder,6,0.0,28
AKcorr_6,2026,shoulder,12,0.0215,28
AKcorr_6,2026,shoulder,24,0.0975,28
AKcorr_6,2026,shoulder,48,0.2851,28
AKcorr_6,2026,shoulder,72,0.3697,28
AKcorr_6,2026,shoulder,168,0.9836,28
AKcorr_6,2026,melt,6,0.0,28
AKcorr_6,2026,melt,12,0.0,28
AKcorr_6,2026,melt,24,0.0216,28
AKcorr_6,2026,melt,48,0.2126,28
AKcorr_6,2026,melt,72,0.2126,28
AKcorr_6,2026,melt,168,0.7909,28
BaffinBay,2016,winter,6,0.0,88
BaffinBay,2016,winter,12,0.0801,88
BaffinBay,2016,winter,24,0.2066,88
BaffinBay,2016,winter,48,0.9066,88
BaffinBay,2016,winter,72,0.9336,88
BaffinBay,2016,winter,168,0.9668,88
BaffinBay,2016,shoulder,6,0.0,73
BaffinBay,2016,shoulder,12,0.1062,73
BaffinBay,2016,shoulder,24,0.3065,73
BaffinBay,2016,shoulder,48,0.9408,73
BaffinBay,2016,shoulder,72,0.9408,73
BaffinBay,2016,shoulder,168,0.9903,73
BaffinBay,2016,melt,6,0.0003,123
BaffinBay,2016,melt,12,0.0736,123
BaffinBay,2016,melt,24,0.2528,123
BaffinBay,2016,melt,48,0.8533,123
BaffinBay,2016,melt,72,0.8937,123
BaffinBay,2016,melt,168,0.992,123
BaffinBay,2016,freeze-up,6,0.0078,151
BaffinBay,2016,freeze-up,12,0.2203,151
BaffinBay,2016,freeze-up,24,0.7092,151
BaffinBay,2016,freeze-up,48,0.9675,151
BaffinBay,2016,freeze-up,72,0.9895,151
BaffinBay,2016,freeze-up,168,0.9895,151
BaffinBay,2017,winter,6,0.0038,109
BaffinBay,2017,winter,12,0.1415,109
BaffinBay,2017,winter,24,0.5411,109
BaffinBay,2017,winter,48,0.8777,109
BaffinBay,2017,winter,72,0.9333,109
BaffinBay,2017,winter,168,0.973,109
BaffinBay,2017,shoulder,6,0.0023,54
BaffinBay,2017,shoulder,12,0.0023,54
BaffinBay,2017,shoulder,24,0.5716,54
BaffinBay,2017,shoulder,48,0.7548,54
BaffinBay,2017,shoulder,72,0.9836,54
BaffinBay,2017,shoulder,168,0.9836,54
BaffinBay,2017,melt,6,0.0,95
BaffinBay,2017,melt,12,0.0,95
BaffinBay,2017,melt,24,0.4727,95
BaffinBay,2017,melt,48,0.8178,95
BaffinBay,2017,melt,72,0.9836,95
BaffinBay,2017,melt,168,0.9836,95
BaffinBay,2017,freeze-up,6,0.0,79
BaffinBay,2017,freeze-up,12,0.0323,79
BaffinBay,2017,freeze-up,24,0.4491,79
BaffinBay,2017,freeze-up,48,0.8351,79
BaffinBay,2017,freeze-up,72,0.9891,79
BaffinBay,2017,freeze-up,168,0.9891,79
BaffinBay,2018,winter,6,0.0,84
BaffinBay,2018,winter,12,0.0559,84
BaffinBay,2018,winter,24,0.56,84
BaffinBay,2018,winter,48,0.7464,84
BaffinBay,2018,winter,72,0.9779,84
BaffinBay,2018,winter,168,0.9779,84
BaffinBay,2018,shoulder,6,0.0,46
BaffinBay,2018,shoulder,12,0.0066,46
BaffinBay,2018,shoulder,24,0.4075,46
BaffinBay,2018,shoulder,48,0.7852,46
BaffinBay,2018,shoulder,72,0.951,46
BaffinBay,2018,shoulder,168,0.951,46
BaffinBay,2018,melt,6,0.0,87
BaffinBay,2018,melt,12,0.0213,87
BaffinBay,2018,melt,24,0.2974,87
BaffinBay,2018,melt,48,0.7106,87
BaffinBay,2018,melt,72,0.8023,87
BaffinBay,2018,melt,168,0.9752,87
BaffinBay,2018,freeze-up,6,0.0,96
BaffinBay,2018,freeze-up,12,0.0734,96
BaffinBay,2018,freeze-up,24,0.5808,96
BaffinBay,2018,freeze-up,48,0.9015,96
BaffinBay,2018,freeze-up,72,0.9455,96
BaffinBay,2018,freeze-up,168,0.9891,96
BaffinBay,2019,winter,6,0.0004,108
BaffinBay,2019,winter,12,0.1046,108
BaffinBay,2019,winter,24,0.7099,108
BaffinBay,2019,winter,48,0.989,108
BaffinBay,2019,winter,72,0.989,108
BaffinBay,2019,winter,168,0.989,108
BaffinBay,2019,shoulder,6,0.0,58
BaffinBay,2019,shoulder,12,0.0774,58
BaffinBay,2019,shoulder,24,0.4334,58
BaffinBay,2019,shoulder,48,0.8062,58
BaffinBay,2019,shoulder,72,0.8858,58
BaffinBay,2019,shoulder,168,0.951,58
BaffinBay,2019,melt,6,0.0,112
BaffinBay,2019,melt,12,0.0885,112
BaffinBay,2019,melt,24,0.3123,112
BaffinBay,2019,melt,48,0.8958,112
BaffinBay,2019,melt,72,0.9592,112
BaffinBay,2019,melt,168,0.9918,112
BaffinBay,2019,freeze-up,6,0.0,97
BaffinBay,2019,freeze-up,12,0.1023,97
BaffinBay,2019,freeze-up,24,0.4339,97
BaffinBay,2019,freeze-up,48,0.9611,97
BaffinBay,2019,freeze-up,72,0.9891,97
BaffinBay,2019,freeze-up,168,0.9891,97
BaffinBay,2020,winter,6,0.0,97
BaffinBay,2020,winter,12,0.1131,97
BaffinBay,2020,winter,24,0.4678,97
BaffinBay,2020,winter,48,0.8794,97
BaffinBay,2020,winter,72,0.9672,97
BaffinBay,2020,winter,168,0.9672,97
BaffinBay,2020,shoulder,6,0.0,55
BaffinBay,2020,shoulder,12,0.0918,55
BaffinBay,2020,shoulder,24,0.3072,55
BaffinBay,2020,shoulder,48,0.7687,55
BaffinBay,2020,shoulder,72,0.8532,55
BaffinBay,2020,shoulder,168,0.9836,55
BaffinBay,2020,melt,6,0.0,115
BaffinBay,2020,melt,12,0.0852,115
BaffinBay,2020,melt,24,0.3966,115
BaffinBay,2020,melt,48,0.8496,115
BaffinBay,2020,melt,72,0.913,115
BaffinBay,2020,melt,168,0.9872,115
BaffinBay,2020,freeze-up,6,0.0,121
BaffinBay,2020,freeze-up,12,0.1641,121
BaffinBay,2020,freeze-up,24,0.7392,121
BaffinBay,2020,freeze-up,48,0.9895,121
BaffinBay,2020,freeze-up,72,0.9895,121
BaffinBay,2020,freeze-up,168,0.9895,121
BaffinBay,2021,winter,6,0.0,113
BaffinBay,2021,winter,12,0.1302,113
BaffinBay,2021,winter,24,0.741,113
BaffinBay,2021,winter,48,0.9935,113
BaffinBay,2021,winter,72,0.9935,113
BaffinBay,2021,winter,168,0.9935,113
BaffinBay,2021,shoulder,6,0.0,69
BaffinBay,2021,shoulder,12,0.0996,69
BaffinBay,2021,shoulder,24,0.6128,69
BaffinBay,2021,shoulder,48,0.9438,69
BaffinBay,2021,shoulder,72,0.9836,69
BaffinBay,2021,shoulder,168,0.9836,69
BaffinBay,2021,melt,6,0.0,131
BaffinBay,2021,melt,12,0.0988,131
BaffinBay,2021,melt,24,0.5656,131
BaffinBay,2021,melt,48,0.9576,131
BaffinBay,2021,melt,72,0.9954,131
BaffinBay,2021,melt,168,0.9954,131
BaffinBay,2021,freeze-up,6,0.0,113
BaffinBay,2021,freeze-up,12,0.1215,113
BaffinBay,2021,freeze-up,24,0.6886,113
BaffinBay,2021,freeze-up,48,0.9563,113
BaffinBay,2021,freeze-up,72,0.9563,113
BaffinBay,2021,freeze-up,168,0.9891,113
BaffinBay,2022,winter,6,0.0,57
BaffinBay,2022,winter,12,0.0,57
BaffinBay,2022,winter,24,0.0617,57
BaffinBay,2022,winter,48,0.8037,57
BaffinBay,2022,winter,72,0.8037,57
BaffinBay,2022,winter,168,0.9714,57
BaffinBay,2022,shoulder,6,0.0,31
BaffinBay,2022,shoulder,12,0.0,31
BaffinBay,2022,shoulder,24,0.0364,31
BaffinBay,2022,shoulder,48,0.5631,31
BaffinBay,2022,shoulder,72,0.5631,31
BaffinBay,2022,shoulder,168,0.9836,31
BaffinBay,2022,melt,6,0.0,59
BaffinBay,2022,melt,12,0.0,59
BaffinBay,2022,melt,24,0.0364,59
BaffinBay,2022,melt,48,0.5357,59
BaffinBay,2022,melt,72,0.5357,59
BaffinBay,2022,melt,168,0.9719,59
BaffinBay,2022,freeze-up,6,0.0,50
BaffinBay,2022,freeze-up,12,0.0,50
BaffinBay,2022,freeze-up,24,0.0302,50
BaffinBay,2022,freeze-up,48,0.6879,50
BaffinBay,2022,freeze-up,72,0.6879,50
BaffinBay,2022,freeze-up,168,0.9891,50
BaffinBay,2023,winter,6,0.0,46
BaffinBay,2023,winter,12,0.0,46
BaffinBay,2023,winter,24,0.0432,46
BaffinBay,2023,winter,48,0.5944,46
BaffinBay,2023,winter,72,0.5944,46
BaffinBay,2023,winter,168,0.9775,46
BaffinBay,2023,shoulder,6,0.0,30
BaffinBay,2023,shoulder,12,0.0,30
BaffinBay,2023,shoulder,24,0.0364,30
BaffinBay,2023,shoulder,48,0.5891,30
BaffinBay,2023,shoulder,72,0.5891,30
BaffinBay,2023,shoulder,168,0.9342,30
BaffinBay,2023,melt,6,0.0,66
BaffinBay,2023,melt,12,0.0,66
BaffinBay,2023,melt,24,0.0364,66
BaffinBay,2023,melt,48,0.6588,66
BaffinBay,2023,melt,72,0.6588,66
BaffinBay,2023,melt,168,0.9836,66
BaffinBay,2023,freeze-up,6,0.0,49
BaffinBay,2023,freeze-up,12,0.0,49
BaffinBay,2023,freeze-up,24,0.0241,49
BaffinBay,2023,freeze-up,48,0.6991,49
BaffinBay,2023,freeze-up,72,0.6991,49
BaffinBay,2023,freeze-up,168,0.9675,49
BaffinBay,2024,winter,6,0.0,54
BaffinBay,2024,winter,12,0.0,54
BaffinBay,2024,winter,24,0.0366,54
BaffinBay,2024,winter,48,0.8281,54
BaffinBay,2024,winter,72,0.8281,54
BaffinBay,2024,winter,168,0.9607,54
BaffinBay,2024,shoulder,6,0.0,34
BaffinBay,2024,shoulder,12,0.0,34
BaffinBay,2024,shoulder,24,0.0182,34
BaffinBay,2024,shoulder,48,0.8261,34
BaffinBay,2024,shoulder,72,0.8261,34
BaffinBay,2024,shoulder,168,0.9342,34
BaffinBay,2024,melt,6,0.0,70
BaffinBay,2024,melt,12,0.0,70
BaffinBay,2024,melt,24,0.0364,70
BaffinBay,2024,melt,48,0.77,70
BaffinBay,2024,melt,72,0.77,70
BaffinBay,2024,melt,168,0.9836,70
BaffinBay,2024,freeze-up,6,0.0,61
BaffinBay,2024,freeze-up,12,0.0,61
BaffinBay,2024,freeze-up,24,0.0483,61
BaffinBay,2024,freeze-up,48,0.9502,61
BaffinBay,2024,freeze-up,72,0.9502,61
BaffinBay,2024,freeze-up,168,0.9891,61
BaffinBay,2025,winter,6,0.0,58
BaffinBay,2025,winter,12,0.0,58
BaffinBay,2025,winter,24,0.0653,58
BaffinBay,2025,winter,48,0.8761,58
BaffinBay,2025,winter,72,0.8761,58
BaffinBay,2025,winter,168,0.989,58
BaffinBay,2025,shoulder,6,0.0,64
BaffinBay,2025,shoulder,12,0.1367,64
BaffinBay,2025,shoulder,24,0.4965,64
BaffinBay,2025,shoulder,48,0.8314,64
