region,year,season,dt_h,O,n_acq
AKcorr_3,2019,winter,12,0.0,32
AKcorr_3,2019,winter,24,0.0,32
AKcorr_3,2019,winter,48,0.3611,32
AKcorr_3,2019,winter,72,0.3611,32
AKcorr_3,2019,winter,168,0.9333,32
AKcorr_3,2019,shoulder,6,0.0,22
AKcorr_3,2019,shoulder,12,0.0,22
AKcorr_3,2019,shoulder,24,0.0,22
AKcorr_3,2019,shoulder,48,0.3697,22
AKcorr_3,2019,shoulder,72,0.3697,22
AKcorr_3,2019,shoulder,168,0.9342,22
AKcorr_3,2019,melt,6,0.0,49
AKcorr_3,2019,melt,12,0.0,49
AKcorr_3,2019,melt,24,0.0815,49
AKcorr_3,2019,melt,48,0.3632,49
AKcorr_3,2019,melt,72,0.3798,49
AKcorr_3,2019,melt,168,0.9836,49
AKcorr_3,2019,freeze-up,6,0.0,43
AKcorr_3,2019,freeze-up,12,0.0,43
AKcorr_3,2019,freeze-up,24,0.1513,43
AKcorr_3,2019,freeze-up,48,0.4086,43
AKcorr_3,2019,freeze-up,72,0.4086,43
AKcorr_3,2019,freeze-up,168,0.9722,43
AKcorr_3,2020,winter,6,0.0,41
AKcorr_3,2020,winter,12,0.0,41
AKcorr_3,2020,winter,24,0.1639,41
AKcorr_3,2020,winter,48,0.3728,41
AKcorr_3,2020,winter,72,0.3728,41
AKcorr_3,2020,winter,168,0.989,41
AKcorr_3,2020,shoulder,6,0.0,26
AKcorr_3,2020,shoulder,12,0.0072,26
AKcorr_3,2020,shoulder,24,0.0724,26
AKcorr_3,2020,shoulder,48,0.3697,26
AKcorr_3,2020,shoulder,72,0.3697,26
AKcorr_3,2020,shoulder,168,0.9836,26
AKcorr_3,2020,melt,6,0.0,40
AKcorr_3,2020,melt,12,0.0,40
AKcorr_3,2020,melt,24,0.0815,40
AKcorr_3,2020,melt,48,0.2409,40
AKcorr_3,2020,melt,72,0.2409,40
AKcorr_3,2020,melt,168,0.9426,40
AKcorr_3,2020,freeze-up,6,0.0,39
AKcorr_3,2020,freeze-up,12,0.0048,39
AKcorr_3,2020,freeze-up,24,0.1128,39
AKcorr_3,2020,freeze-up,48,0.3269,39
AKcorr_3,2020,freeze-up,72,0.3593,39
AKcorr_3,2020,freeze-up,168,0.9843,39
AKcorr_3,2021,winter,6,0.0,40
AKcorr_3,2021,winter,12,0.0,40
AKcorr_3,2021,winter,24,0.1657,40
AKcorr_3,2021,winter,48,0.377,40
AKcorr_3,2021,winter,72,0.377,40
AKcorr_3,2021,winter,168,0.9444,40
AKcorr_3,2021,shoulder,6,0.0,25
AKcorr_3,2021,shoulder,12,0.0,25
AKcorr_3,2021,shoulder,24,0.0978,25
AKcorr_3,2021,shoulder,48,0.3371,25
AKcorr_3,2021,shoulder,72,0.3371,25
AKcorr_3,2021,shoulder,168,0.9836,25
AKcorr_3,2021,melt,6,0.0,48
AKcorr_3,2021,melt,12,0.0,48
AKcorr_3,2021,melt,24,0.0734,48
AKcorr_3,2021,melt,48,0.3309,48
AKcorr_3,2021,melt,72,0.3554,48
AKcorr_3,2021,melt,168,0.9426,48
AKcorr_3,2021,freeze-up,6,0.0,45
AKcorr_3,2021,freeze-up,12,0.0,45
AKcorr_3,2021,freeze-up,24,0.1513,45
AKcorr_3,2021,freeze-up,48,0.4639,45
AKcorr_3,2021,freeze-up,72,0.4639,45
AKcorr_3,2021,freeze-up,168,0.9563,45
AKcorr_3,2022,winter,6,0.0,28
AKcorr_3,2022,winter,12,0.0,28
AKcorr_3,2022,winter,24,0.0,28
AKcorr_3,2022,winter,48,0.2873,28
AKcorr_3,2022,winter,72,0.2873,28
AKcorr_3,2022,winter,168,0.9333,28
AKcorr_3,2022,shoulder,6,0.0,15
AKcorr_3,2022,shoulder,12,0.0,15
AKcorr_3,2022,shoulder,24,0.0,15
AKcorr_3,2022,shoulder,48,0.1304,15
AKcorr_3,2022,shoulder,72,0.1304,15
AKcorr_3,2022,shoulder,168,0.951,15
AKcorr_3,2022,melt,6,0.0,31
AKcorr_3,2022,melt,12,0.0,31
AKcorr_3,2022,melt,24,0.0,31
AKcorr_3,2022,melt,48,0.163,31
AKcorr_3,2022,melt,72,0.163,31
AKcorr_3,2022,melt,168,0.9836,31
AKcorr_3,2022,freeze-up,6,0.0,22
AKcorr_3,2022,freeze-up,12,0.0,22
AKcorr_3,2022,freeze-up,24,0.0,22
AKcorr_3,2022,freeze-up,48,0.1729,22
AKcorr_3,2022,freeze-up,72,0.1729,22
AKcorr_3,2022,freeze-up,168,0.8258,22
AKcorr_3,2023,winter,6,0.0,27
AKcorr_3,2023,winter,12,0.0,27
AKcorr_3,2023,winter,24,0.0,27
AKcorr_3,2023,winter,48,0.2652,27
AKcorr_3,2023,winter,72,0.2652,27
AKcorr_3,2023,winter,168,0.9554,27
AKcorr_3,2023,shoulder,6,0.0,18
AKcorr_3,2023,shoulder,12,0.0,18
AKcorr_3,2023,shoulder,24,0.0,18
AKcorr_3,2023,shoulder,48,0.2608,18
AKcorr_3,2023,shoulder,72,0.2608,18
AKcorr_3,2023,shoulder,168,0.9016,18
AKcorr_3,2023,melt,6,0.0,34
AKcorr_3,2023,melt,12,0.0,34
AKcorr_3,2023,melt,24,0.0,34
AKcorr_3,2023,melt,48,0.2119,34
AKcorr_3,2023,melt,72,0.2119,34
AKcorr_3,2023,melt,168,0.9836,34
AKcorr_3,2023,freeze-up,6,0.0,30
AKcorr_3,2023,freeze-up,12,0.0,30
AKcorr_3,2023,freeze-up,24,0.0,30
AKcorr_3,2023,freeze-up,48,0.3243,30
AKcorr_3,2023,freeze-up,72,0.3243,30
AKcorr_3,2023,freeze-up,168,0.9347,30
AKcorr_3,2024,winter,6,0.0,25
AKcorr_3,2024,winter,12,0.0,25
AKcorr_3,2024,winter,24,0.0,25
AKcorr_3,2024,winter,48,0.2623,25
AKcorr_3,2024,winter,72,0.2623,25
AKcorr_3,2024,winter,168,0.7031,25
AKcorr_3,2024,shoulder,6,0.0,17
AKcorr_3,2024,shoulder,12,0.0,17
AKcorr_3,2024,shoulder,24,0.0,17
AKcorr_3,2024,shoulder,48,0.2608,17
AKcorr_3,2024,shoulder,72,0.2608,17
AKcorr_3,2024,shoulder,168,0.77,17
AKcorr_3,2024,melt,6,0.0,32
AKcorr_3,2024,melt,12,0.0,32
AKcorr_3,2024,melt,24,0.0,32
AKcorr_3,2024,melt,48,0.2119,32
AKcorr_3,2024,melt,72,0.2119,32
AKcorr_3,2024,melt,168,0.8358,32
AKcorr_3,2024,freeze-up,6,0.0,27
AKcorr_3,2024,freeze-up,12,0.0,27
AKcorr_3,2024,freeze-up,24,0.0,27
AKcorr_3,2024,freeze-up,48,0.2162,27
AKcorr_3,2024,freeze-up,72,0.2162,27
AKcorr_3,2024,freeze-up,168,0.9675,27
AKcorr_3,2025,winter,6,0.0,30
AKcorr_3,2025,winter,12,0.0,30
AKcorr_3,2025,winter,24,0.0,30
AKcorr_3,2025,winter,48,0.3536,30
AKcorr_3,2025,winter,72,0.3536,30
AKcorr_3,2025,winter,168,0.8884,30
AKcorr_3,2025,shoulder,6,0.0,26
AKcorr_3,2025,shoulder,12,0.0,26
AKcorr_3,2025,shoulder,24,0.0,26
AKcorr_3,2025,shoulder,48,0.5324,26
AKcorr_3,2025,shoulder,72,0.5324,26
AKcorr_3,2025,shoulder,168,0.9596,26
AKcorr_3,2025,melt,6,0.0,63
AKcorr_3,2025,melt,12,0.0,63
AKcorr_3,2025,melt,24,0.0916,63
AKcorr_3,2025,melt,48,0.6018,63
AKcorr_3,2025,melt,72,0.6385,63
AKcorr_3,2025,melt,168,0.9836,63
AKcorr_3,2025,freeze-up,6,0.0,59
AKcorr_3,2025,freeze-up,12,0.0,59
AKcorr_3,2025,freeze-up,24,0.2032,59
AKcorr_3,2025,freeze-up,48,0.7048,59
AKcorr_3,2025,freeze-up,72,0.7267,59
AKcorr_3,2025,freeze-up,168,0.9891,59
AKcorr_3,2026,winter,6,0.0,55
AKcorr_3,2026,winter,12,0.0,55
AKcorr_3,2026,winter,24,0.1759,55
AKcorr_3,2026,winter,48,0.6603,55
AKcorr_3,2026,winter,72,0.6877,55
AKcorr_3,2026,winter,168,0.9554,55
AKcorr_3,2026,shoulder,6,0.0001,47
AKcorr_3,2026,shoulder,12,0.0575,47
AKcorr_3,2026,shoulder,24,0.2392,47
AKcorr_3,2026,shoulder,48,0.6205,47
AKcorr_3,2026,shoulder,72,0.6205,47
AKcorr_3,2026,shoulder,168,0.9251,47
AKcorr_3,2026,melt,6,0.0,31
AKcorr_3,2026,melt,12,0.0046,31
AKcorr_3,2026,melt,24,0.0103,31
AKcorr_3,2026,melt,48,0.2703,31
AKcorr_3,2026,melt,72,0.2957,31
AKcorr_3,2026,melt,168,0.8248,31
AKcorr_4,2016,winter,6,0.0,7
AKcorr_4,2016,winter,12,0.0,7
AKcorr_4,2016,winter,24,0.0,7
AKcorr_4,2016,winter,48,0.0,7
AKcorr_4,2016,winter,72,0.0,7
AKcorr_4,2016,winter,168,0.0,7
AKcorr_4,2016,shoulder,6,0.0,4
AKcorr_4,2016,shoulder,12,0.0,4
AKcorr_4,2016,shoulder,24,0.0,4
AKcorr_4,2016,shoulder,48,0.0,4
AKcorr_4,2016,shoulder,72,0.0,4
AKcorr_4,2016,shoulder,168,0.0,4
AKcorr_4,2016,melt,6,0.0,6
AKcorr_4,2016,melt,12,0.0,6
AKcorr_4,2016,melt,24,0.0,6
AKcorr_4,2016,melt,48,0.0,6
AKcorr_4,2016,melt,72,0.0,6
AKcorr_4,2016,melt,168,0.0492,6
AKcorr_4,2016,freeze-up,6,0.0,31
AKcorr_4,2016,freeze-up,12,0.0,31
AKcorr_4,2016,freeze-up,24,0.0181,31
AKcorr_4,2016,freeze-up,48,0.2257,31
AKcorr_4,2016,freeze-up,72,0.3622,31
AKcorr_4,2016,freeze-up,168,0.7343,31
AKcorr_4,2017,winter,6,0.0,52
AKcorr_4,2017,winter,12,0.0292,52
AKcorr_4,2017,winter,24,0.1635,52
AKcorr_4,2017,winter,48,0.3266,52
AKcorr_4,2017,winter,72,0.6285,52
AKcorr_4,2017,winter,168,0.9395,52
AKcorr_4,2017,shoulder,6,0.0,39
AKcorr_4,2017,shoulder,12,0.0144,39
AKcorr_4,2017,shoulder,24,0.3658,39
AKcorr_4,2017,shoulder,48,0.5126,39
AKcorr_4,2017,shoulder,72,0.6783,39
AKcorr_4,2017,shoulder,168,0.9342,39
AKcorr_4,2017,melt,6,0.0,40
AKcorr_4,2017,melt,12,0.0,40
AKcorr_4,2017,melt,24,0.0,40
AKcorr_4,2017,melt,48,0.2774,40
AKcorr_4,2017,melt,72,0.2774,40
AKcorr_4,2017,melt,168,0.9836,40
AKcorr_4,2017,freeze-up,6,0.0,29
AKcorr_4,2017,freeze-up,12,0.0,29
AKcorr_4,2017,freeze-up,24,0.0,29
AKcorr_4,2017,freeze-up,48,0.2525,29
AKcorr_4,2017,freeze-up,72,0.2525,29
AKcorr_4,2017,freeze-up,168,0.9675,29
AKcorr_4,2018,winter,6,0.0,27
AKcorr_4,2018,winter,12,0.0,27
AKcorr_4,2018,winter,24,0.0,27
AKcorr_4,2018,winter,48,0.2409,27
AKcorr_4,2018,winter,72,0.2409,27
AKcorr_4,2018,winter,168,0.9554,27
AKcorr_4,2018,shoulder,6,0.0,21
AKcorr_4,2018,shoulder,12,0.0,21
AKcorr_4,2018,shoulder,24,0.0,21
AKcorr_4,2018,shoulder,48,0.3443,21
AKcorr_4,2018,shoulder,72,0.3443,21
AKcorr_4,2018,shoulder,168,0.9016,21
AKcorr_4,2018,melt,6,0.0,42
AKcorr_4,2018,melt,12,0.0,42
AKcorr_4,2018,melt,24,0.0,42
AKcorr_4,2018,melt,48,0.3316,42
AKcorr_4,2018,melt,72,0.3316,42
AKcorr_4,2018,melt,168,0.9553,42
AKcorr_4,2018,freeze-up,6,0.0,31
AKcorr_4,2018,freeze-up,12,0.0,31
AKcorr_4,2018,freeze-up,24,0.0,31
AKcorr_4,2018,freeze-up,48,0.2931,31
AKcorr_4,2018,freeze-up,72,0.2931,31
AKcorr_4,2018,freeze-up,168,0.9675,31
AKcorr_4,2019,winter,6,0.0,32
AKcorr_4,2019,winter,12,0.0,32
AKcorr_4,2019,winter,24,0.0,32
AKcorr_4,2019,winter,48,0.3611,32
AKcorr_4,2019,winter,72,0.3611,32
AKcorr_4,2019,winter,168,0.9333,32
AKcorr_4,2019,shoulder,6,0.0,22
AKcorr_4,2019,shoulder,12,0.0,22
AKcorr_4,2019,shoulder,24,0.0,22
AKcorr_4,2019,shoulder,48,0.3697,22
AKcorr_4,2019,shoulder,72,0.3697,22
AKcorr_4,2019,shoulder,168,0.9342,22
AKcorr_4,2019,melt,6,0.0,49
AKcorr_4,2019,melt,12,0.0,49
AKcorr_4,2019,melt,24,0.0815,49
AKcorr_4,2019,melt,48,0.3632,49
AKcorr_4,2019,melt,72,0.3798,49
AKcorr_4,2019,melt,168,0.9836,49
AKcorr_4,2019,freeze-up,6,0.0,45
AKcorr_4,2019,freeze-up,12,0.0048,45
AKcorr_4,2019,freeze-up,24,0.1898,45
AKcorr_4,2019,freeze-up,48,0.4086,45
AKcorr_4,2019,freeze-up,72,0.4086,45
AKcorr_4,2019,freeze-up,168,0.885,45
AKcorr_4,2020,winter,6,0.0,41
AKcorr_4,2020,winter,12,0.0,41
AKcorr_4,2020,winter,24,0.1639,41
AKcorr_4,2020,winter,48,0.3728,41
AKcorr_4,2020,winter,72,0.3728,41
AKcorr_4,2020,winter,168,0.989,41
AKcorr_4,2020,shoulder,6,0.0,26
AKcorr_4,2020,shoulder,12,0.0072,26
AKcorr_4,2020,shoulder,24,0.0724,26
AKcorr_4,2020,shoulder,48,0.3697,26
AKcorr_4,2020,shoulder,72,0.3697,26
AKcorr_4,2020,shoulder,168,0.9836,26
AKcorr_4,2020,melt,6,0.0,40
AKcorr_4,2020,melt,12,0.0,40
AKcorr_4,2020,melt,24,0.0815,40
AKcorr_4,2020,melt,48,0.2409,40
AKcorr_4,2020,melt,72,0.2409,40
AKcorr_4,2020,melt,168,0.9426,40
AKcorr_4,2020,freeze-up,6,0.0,39
AKcorr_4,2020,freeze-up,12,0.0048,39
AKcorr_4,2020,freeze-up,24,0.1129,39
AKcorr_4,2020,freeze-up,48,0.3269,39
AKcorr_4,2020,freeze-up,72,0.3593,39
AKcorr_4,2020,freeze-up,168,0.9843,39
AKcorr_4,2021,winter,6,0.0,40
AKcorr_4,2021,winter,12,0.0,40
AKcorr_4,2021,winter,24,0.1658,40
AKcorr_4,2021,winter,48,0.377,40
AKcorr_4,2021,winter,72,0.377,40
AKcorr_4,2021,winter,168,0.9444,40
AKcorr_4,2021,shoulder,6,0.0,25
AKcorr_4,2021,shoulder,12,0.0,25
AKcorr_4,2021,shoulder,24,0.0978,25
AKcorr_4,2021,shoulder,48,0.3371,25
AKcorr_4,2021,shoulder,72,0.3371,25
AKcorr_4,2021,shoulder,168,0.9836,25
AKcorr_4,2021,melt,6,0.0,48
AKcorr_4,2021,melt,12,0.0,48
AKcorr_4,2021,melt,24,0.0734,48
AKcorr_4,2021,melt,48,0.3309,48
AKcorr_4,2021,melt,72,0.3554,48
AKcorr_4,2021,melt,168,0.9426,48
AKcorr_4,2021,freeze-up,6,0.0,45
AKcorr_4,2021,freeze-up,12,0.0,45
AKcorr_4,2021,freeze-up,24,0.1513,45
AKcorr_4,2021,freeze-up,48,0.4639,45
AKcorr_4,2021,freeze-up,72,0.4639,45
AKcorr_4,2021,freeze-up,168,0.9563,45
AKcorr_4,2022,winter,6,0.0,28
AKcorr_4,2022,winter,12,0.0,28
AKcorr_4,2022,winter,24,0.0,28
AKcorr_4,2022,winter,48,0.2873,28
AKcorr_4,2022,winter,72,0.2873,28
AKcorr_4,2022,winter,168,0.9333,28
AKcorr_4,2022,shoulder,6,0.0,15
AKcorr_4,2022,shoulder,12,0.0,15
AKcorr_4,2022,shoulder,24,0.0,15
AKcorr_4,2022,shoulder,48,0.1304,15
AKcorr_4,2022,shoulder,72,0.1304,15
AKcorr_4,2022,shoulder,168,0.951,15
AKcorr_4,2022,melt,6,0.0,31
AKcorr_4,2022,melt,12,0.0,31
AKcorr_4,2022,melt,24,0.0,31
AKcorr_4,2022,melt,48,0.163,31
AKcorr_4,2022,melt,72,0.163,31
AKcorr_4,2022,melt,168,0.9836,31
AKcorr_4,2022,freeze-up,6,0.0,22
AKcorr_4,2022,freeze-up,12,0.0,22
AKcorr_4,2022,freeze-up,24,0.0,22
AKcorr_4,2022,freeze-up,48,0.173,22
AKcorr_4,2022,freeze-up,72,0.173,22
AKcorr_4,2022,freeze-up,168,0.8259,22
AKcorr_4,2023,winter,6,0.0,27
AKcorr_4,2023,winter,12,0.0,27
AKcorr_4,2023,winter,24,0.0,27
AKcorr_4,2023,winter,48,0.2652,27
AKcorr_4,2023,winter,72,0.2652,27
AKcorr_4,2023,winter,168,0.9554,27
AKcorr_4,2023,shoulder,6,0.0,18
AKcorr_4,2023,shoulder,12,0.0,18
AKcorr_4,2023,shoulder,24,0.0,18
AKcorr_4,2023,shoulder,48,0.2608,18
AKcorr_4,2023,shoulder,72,0.2608,18
AKcorr_4,2023,shoulder,168,0.9016,18
AKcorr_4,2023,melt,6,0.0,34
AKcorr_4,2023,melt,12,0.0,34
AKcorr_4,2023,melt,24,0.0,34
AKcorr_4,2023,melt,48,0.2119,34
AKcorr_4,2023,melt,72,0.2119,34
AKcorr_4,2023,melt,168,0.9836,34
AKcorr_4,2023,freeze-up,6,0.0,30
AKcorr_4,2023,freeze-up,12,0.0,30
AKcorr_4,2023,freeze-up,24,0.0,30
AKcorr_4,2023,freeze-up,48,0.3243,30
AKcorr_4,2023,freeze-up,72,0.3243,30
AKcorr_4,2023,freeze-up,168,0.9347,30
AKcorr_4,2024,winter,6,0.0,25
AKcorr_4,2024,winter,12,0.0,25
AKcorr_4,2024,winter,24,0.0,25
AKcorr_4,2024,winter,48,0.2623,25
AKcorr_4,2024,winter,72,0.2623,25
AKcorr_4,2024,winter,168,0.7031,25
AKcorr_4,2024,shoulder,6,0.0,17
AKcorr_4,2024,shoulder,12,0.0,17
AKcorr_4,2024,shoulder,24,0.0,17
AKcorr_4,2024,shoulder,48,0.2608,17
AKcorr_4,2024,shoulder,72,0.2608,17
AKcorr_4,2024,shoulder,168,0.77,17
AKcorr_4,2024,melt,6,0.0,32
AKcorr_4,2024,melt,12,0.0,32
AKcorr_4,2024,melt,24,0.0,32
AKcorr_4,2024,melt,48,0.2119,32
AKcorr_4,2024,melt,72,0.2119,32
AKcorr_4,2024,melt,168,0.8358,32
AKcorr_4,2024,freeze-up,6,0.0,27
AKcorr_4,2024,freeze-up,12,0.0,27
AKcorr_4,2024,freeze-up,24,0.0,27
AKcorr_4,2024,freeze-up,48,0.2162,27
AKcorr_4,2024,freeze-up,72,0.2162,27
AKcorr_4,2024,freeze-up,168,0.9675,27
AKcorr_4,2025,winter,6,0.0,32
AKcorr_4,2025,winter,12,0.0049,32
AKcorr_4,2025,winter,24,0.0049,32
AKcorr_4,2025,winter,48,0.3536,32
AKcorr_4,2025,winter,72,0.3536,32
AKcorr_4,2025,winter,168,0.9775,32
AKcorr_4,2025,shoulder,6,0.0,23
AKcorr_4,2025,shoulder,12,0.0072,23
AKcorr_4,2025,shoulder,24,0.0072,23
AKcorr_4,2025,shoulder,48,0.3626,23
AKcorr_4,2025,shoulder,72,0.3626,23
AKcorr_4,2025,shoulder,168,0.927,23
AKcorr_4,2025,melt,6,0.0,54
AKcorr_4,2025,melt,12,0.0,54
AKcorr_4,2025,melt,24,0.0734,54
AKcorr_4,2025,melt,48,0.4059,54
AKcorr_4,2025,melt,72,0.4722,54
AKcorr_4,2025,melt,168,0.9836,54
AKcorr_4,2025,freeze-up,6,0.0,54
AKcorr_4,2025,freeze-up,12,0.0,54
AKcorr_4,2025,freeze-up,24,0.173,54
AKcorr_4,2025,freeze-up,48,0.5729,54
AKcorr_4,2025,freeze-up,72,0.7267,54
AKcorr_4,2025,freeze-up,168,0.9891,54
AKcorr_4,2026,winter,6,0.0,47
AKcorr_4,2026,winter,12,0.0,47
AKcorr_4,2026,winter,24,0.1326,47
AKcorr_4,2026,winter,48,0.4972,47
AKcorr_4,2026,winter,72,0.6096,47
AKcorr_4,2026,winter,168,0.9493,47
AKcorr_4,2026,shoulder,6,0.0001,38
AKcorr_4,2026,shoulder,12,0.0284,38
AKcorr_4,2026,shoulder,24,0.128,38
AKcorr_4,2026,shoulder,48,0.4551,38
AKcorr_4,2026,shoulder,72,0.6205,38
AKcorr_4,2026,shoulder,168,0.9251,38
AKcorr_4,2026,melt,6,0.0,22
AKcorr_4,2026,melt,12,0.0,22
AKcorr_4,2026,melt,24,0.0,22
AKcorr_4,2026,melt,48,0.0959,22
AKcorr_4,2026,melt,72,0.121,22
AKcorr_4,2026,melt,168,0.8043,22
AKcorr_5,2016,winter,6,0.0,7
AKcorr_5,2016,winter,12,0.0,7
AKcorr_5,2016,winter,24,0.0,7
AKcorr_5,2016,winter,48,0.0,7
AKcorr_5,2016,winter,72,0.0,7
AKcorr_5,2016,winter,168,0.0,7
AKcorr_5,2016,shoulder,6,0.0,4
AKcorr_5,2016,shoulder,12,0.0,4
AKcorr_5,2016,shoulder,24,0.0,4
AKcorr_5,2016,shoulder,48,0.0,4
AKcorr_5,2016,shoulder,72,0.0,4
AKcorr_5,2016,shoulder,168,0.0,4
AKcorr_5,2016,melt,6,0.0,5
AKcorr_5,2016,melt,12,0.0,5
AKcorr_5,2016,melt,24,0.0,5
AKcorr_5,2016,melt,48,0.0,5
AKcorr_5,2016,melt,72,0.0,5
AKcorr_5,2016,melt,168,0.0492,5
AKcorr_5,2016,freeze-up,6,0.0,31
AKcorr_5,2016,freeze-up,12,0.0,31
AKcorr_5,2016,freeze-up,24,0.0363,31
AKcorr_5,2016,freeze-up,48,0.345,31
AKcorr_5,2016,freeze-up,72,0.345,31
AKcorr_5,2016,freeze-up,168,0.5582,31
AKcorr_5,2017,winter,6,0.0,48
AKcorr_5,2017,winter,12,0.0146,48
AKcorr_5,2017,winter,24,0.1577,48
AKcorr_5,2017,winter,48,0.4592,48
AKcorr_5,2017,winter,72,0.4592,48
AKcorr_5,2017,winter,168,0.8953,48
AKcorr_5,2017,shoulder,6,0.0,37
AKcorr_5,2017,shoulder,12,0.0,37
AKcorr_5,2017,shoulder,24,0.3097,37
AKcorr_5,2017,shoulder,48,0.5087,37
AKcorr_5,2017,shoulder,72,0.575,37
AKcorr_5,2017,shoulder,168,0.9668,37
AKcorr_5,2017,melt,6,0.0,10
AKcorr_5,2017,melt,12,0.0,10
AKcorr_5,2017,melt,24,0.0,10
AKcorr_5,2017,melt,48,0.0,10
AKcorr_5,2017,melt,72,0.0,10
AKcorr_5,2017,melt,168,0.0,10
AKcorr_5,2017,freeze-up,6,0.0,11
AKcorr_5,2017,freeze-up,12,0.0,11
AKcorr_5,2017,freeze-up,24,0.0,11
AKcorr_5,2017,freeze-up,48,0.0,11
AKcorr_5,2017,freeze-up,72,0.0,11
AKcorr_5,2017,freeze-up,168,0.1368,11
AKcorr_5,2018,winter,6,0.0,16
AKcorr_5,2018,winter,12,0.0,16
AKcorr_5,2018,winter,24,0.0,16
AKcorr_5,2018,winter,48,0.0,16
AKcorr_5,2018,winter,72,0.0,16
AKcorr_5,2018,winter,168,0.2682,16
AKcorr_5,2018,shoulder,6,0.0,5
AKcorr_5,2018,shoulder,12,0.0,5
AKcorr_5,2018,shoulder,24,0.0,5
AKcorr_5,2018,shoulder,48,0.0,5
AKcorr_5,2018,shoulder,72,0.0,5
AKcorr_5,2018,shoulder,168,0.0,5
AKcorr_5,2018,melt,6,0.0,10
AKcorr_5,2018,melt,12,0.0,10
AKcorr_5,2018,melt,24,0.0,10
AKcorr_5,2018,melt,48,0.0,10
AKcorr_5,2018,melt,72,0.0,10
AKcorr_5,2018,melt,168,0.0247,10
AKcorr_5,2018,freeze-up,6,0.0,10
AKcorr_5,2018,freeze-up,12,0.0,10
AKcorr_5,2018,freeze-up,24,0.0,10
AKcorr_5,2018,freeze-up,48,0.0648,10
AKcorr_5,2018,freeze-up,72,0.0648,10
AKcorr_5,2018,freeze-up,168,0.0648,10
AKcorr_5,2019,winter,6,0.0,9
AKcorr_5,2019,winter,12,0.0,9
AKcorr_5,2019,winter,24,0.0,9
AKcorr_5,2019,winter,48,0.0663,9
AKcorr_5,2019,winter,72,0.0663,9
AKcorr_5,2019,winter,168,0.0663,9
AKcorr_5,2019,shoulder,6,0.0,3
AKcorr_5,2019,shoulder,12,0.0,3
AKcorr_5,2019,shoulder,24,0.0,3
AKcorr_5,2019,shoulder,48,0.0,3
AKcorr_5,2019,shoulder,72,0.0,3
AKcorr_5,2019,shoulder,168,0.0,3
AKcorr_5,2019,melt,6,0.0,14
AKcorr_5,2019,melt,12,0.0,14
AKcorr_5,2019,melt,24,0.0407,14
AKcorr_5,2019,melt,48,0.0407,14
AKcorr_5,2019,melt,72,0.0407,14
AKcorr_5,2019,melt,168,0.3934,14
AKcorr_5,2019,freeze-up,6,0.0,29
AKcorr_5,2019,freeze-up,12,0.0048,29
AKcorr_5,2019,freeze-up,24,0.0925,29
AKcorr_5,2019,freeze-up,48,0.1789,29
AKcorr_5,2019,freeze-up,72,0.1789,29
AKcorr_5,2019,freeze-up,168,0.9239,29
AKcorr_5,2020,winter,6,0.0,27
AKcorr_5,2020,winter,12,0.0,27
AKcorr_5,2020,winter,24,0.0874,27
AKcorr_5,2020,winter,48,0.1529,27
AKcorr_5,2020,winter,72,0.1529,27
AKcorr_5,2020,winter,168,0.989,27
AKcorr_5,2020,shoulder,6,0.0,6
AKcorr_5,2020,shoulder,12,0.0,6
AKcorr_5,2020,shoulder,24,0.0326,6
AKcorr_5,2020,shoulder,48,0.0326,6
AKcorr_5,2020,shoulder,72,0.0326,6
AKcorr_5,2020,shoulder,168,0.213,6
AKcorr_5,2020,melt,6,0.0,16
AKcorr_5,2020,melt,12,0.0,16
AKcorr_5,2020,melt,24,0.0407,16
AKcorr_5,2020,melt,48,0.0407,16
AKcorr_5,2020,melt,72,0.0407,16
AKcorr_5,2020,melt,168,0.2299,16
AKcorr_5,2020,freeze-up,6,0.0,22
AKcorr_5,2020,freeze-up,12,0.0,22
AKcorr_5,2020,freeze-up,24,0.0432,22
AKcorr_5,2020,freeze-up,48,0.0544,22
AKcorr_5,2020,freeze-up,72,0.0868,22
AKcorr_5,2020,freeze-up,168,0.414,22
AKcorr_5,2021,winter,6,0.0,25
AKcorr_5,2021,winter,12,0.0,25
AKcorr_5,2021,winter,24,0.0773,25
AKcorr_5,2021,winter,48,0.1443,25
AKcorr_5,2021,winter,72,0.1443,25
AKcorr_5,2021,winter,168,0.4007,25
AKcorr_5,2021,shoulder,6,0.0,9
AKcorr_5,2021,shoulder,12,0.0,9
AKcorr_5,2021,shoulder,24,0.0489,9
AKcorr_5,2021,shoulder,48,0.0489,9
AKcorr_5,2021,shoulder,72,0.0489,9
AKcorr_5,2021,shoulder,168,0.1972,9
AKcorr_5,2021,melt,6,0.0,14
AKcorr_5,2021,melt,12,0.0,14
AKcorr_5,2021,melt,24,0.0326,14
AKcorr_5,2021,melt,48,0.0326,14
AKcorr_5,2021,melt,72,0.0326,14
AKcorr_5,2021,melt,168,0.1396,14
AKcorr_5,2021,freeze-up,6,0.0,22
AKcorr_5,2021,freeze-up,12,0.0,22
AKcorr_5,2021,freeze-up,24,0.0756,22
AKcorr_5,2021,freeze-up,48,0.1412,22
AKcorr_5,2021,freeze-up,72,0.1412,22
AKcorr_5,2021,freeze-up,168,0.2396,22
AKcorr_5,2022,winter,6,0.0,13
AKcorr_5,2022,winter,12,0.0,13
