region,year,season,n_acq,window_h,partial,med_gap_h,p90_gap_h,drift_pairs,n_S1A,n_S1B,n_S1C,n_S1D,O6,O12,O24,O48,O72,O168
AKcorr_1,2016,winter,4,2184.0,0,288.0,1209.61,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_1,2016,shoulder,2,1464.0,0,576.0,576.0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_1,2016,melt,3,2928.0,0,534.55,924.01,1,1,2,0,0,0.0,0.0,0.0,0.0163,0.0163,0.0163
AKcorr_1,2016,freeze-up,16,2208.0,0,120.14,215.59,3,0,16,0,0,0.0,0.0,0.0,0.0216,0.077,0.5822
AKcorr_1,2017,winter,34,2160.0,0,59.03,106.76,27,6,28,0,0,0.0,0.0,0.0924,0.1653,0.3662,0.9395
AKcorr_1,2017,shoulder,22,1464.0,0,47.74,120.14,18,15,7,0,0,0.0,0.0,0.0815,0.2456,0.3923,0.9342
AKcorr_1,2017,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836
AKcorr_1,2017,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131
AKcorr_1,2018,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333
AKcorr_1,2018,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_1,2018,melt,28,2928.0,0,72.4,167.86,8,28,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.91
AKcorr_1,2018,freeze-up,22,2208.0,0,72.4,167.86,6,22,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8698
AKcorr_1,2019,winter,22,2160.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.9333
AKcorr_1,2019,shoulder,15,1464.0,0,72.4,167.86,5,15,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9342
AKcorr_1,2019,melt,31,2928.0,0,72.4,167.86,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836
AKcorr_1,2019,freeze-up,21,2208.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1513,0.1513,0.8042
AKcorr_1,2020,winter,25,2184.0,0,72.4,167.86,8,23,2,0,0,0.0,0.0,0.0,0.1749,0.1749,0.9781
AKcorr_1,2020,shoulder,12,1464.0,0,120.14,167.86,2,12,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.869
AKcorr_1,2020,melt,25,2928.0,0,102.56,167.86,4,22,3,0,0,0.0,0.0,0.0,0.0652,0.0652,0.8279
AKcorr_1,2020,freeze-up,21,2208.0,0,72.4,167.86,5,21,0,0,0,0.0,0.0,0.0,0.1081,0.1081,0.8698
AKcorr_1,2021,winter,21,2160.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.8556
AKcorr_1,2021,shoulder,14,1464.0,0,120.14,167.86,3,14,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.9836
AKcorr_1,2021,melt,25,2928.0,0,120.14,167.86,3,23,2,0,0,0.0,0.0,0.0,0.0489,0.0489,0.8689
AKcorr_1,2021,freeze-up,27,2208.0,0,72.4,126.43,8,23,4,0,0,0.0,0.0,0.0,0.173,0.173,0.9347
AKcorr_1,2022,winter,21,2160.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1326,0.1326,0.9333
AKcorr_1,2022,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_1,2022,melt,20,2928.0,0,120.14,167.86,0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9263
AKcorr_1,2022,freeze-up,15,2208.0,0,144.0,167.86,1,15,0,0,0,0.0,0.0,0.0,0.0216,0.0216,0.8042
AKcorr_1,2023,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333
AKcorr_1,2023,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_1,2023,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836
AKcorr_1,2023,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131
AKcorr_1,2024,winter,18,2184.0,0,72.4,196.82,6,18,0,0,0,0.0,0.0,0.0,0.1311,0.1311,0.6043
AKcorr_1,2024,shoulder,12,1464.0,0,120.14,167.86,3,12,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.7374
AKcorr_1,2024,melt,24,2928.0,0,120.14,167.86,5,24,0,0,0,0.0,0.0,0.0,0.0815,0.0815,0.8032
AKcorr_1,2024,freeze-up,21,2208.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8154
AKcorr_1,2025,winter,22,2160.0,0,72.4,167.86,8,22,0,0,0,0.0,0.0,0.0,0.1768,0.1768,0.8442
AKcorr_1,2025,shoulder,19,1464.0,0,82.87,120.14,7,13,0,6,0,0.0,0.0,0.0,0.1967,0.1967,0.927
AKcorr_1,2025,melt,32,2928.0,0,84.99,120.14,3,23,0,9,0,0.0,0.0,0.0,0.0489,0.0489,0.9546
AKcorr_1,2025,freeze-up,30,2208.0,0,72.4,84.99,8,24,0,6,0,0.0,0.0,0.0,0.173,0.173,0.9675
AKcorr_1,2026,winter,27,2160.0,0,82.87,84.99,6,19,0,8,0,0.0,0.0,0.0,0.1326,0.1326,0.8394
AKcorr_1,2026,shoulder,22,1464.0,0,47.74,84.99,19,9,0,5,8,0.0,0.0,0.0365,0.265,0.265,0.5918
AKcorr_1,2026,melt,21,2327.8,1,84.98,122.52,1,0,0,7,14,0.0,0.0,0.0,0.0103,0.0103,0.7789
AKcorr_2,2016,winter,6,2184.0,0,288.0,460.8,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_2,2016,shoulder,3,1464.0,0,432.0,547.2,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_2,2016,melt,3,2928.0,0,359.99,532.8,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492
AKcorr_2,2016,freeze-up,14,2208.0,0,120.14,278.45,7,0,14,0,0,0.0,0.0,0.0121,0.0493,0.077,0.3646
AKcorr_2,2017,winter,31,2160.0,0,61.1,108.1,24,6,25,0,0,0.0,0.0,0.0924,0.1476,0.2656,0.7294
AKcorr_2,2017,shoulder,20,1464.0,0,71.59,129.68,10,15,5,0,0,0.0,0.0,0.0815,0.1467,0.2934,0.9342
AKcorr_2,2017,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836
AKcorr_2,2017,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131
AKcorr_2,2018,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333
AKcorr_2,2018,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_2,2018,melt,28,2928.0,0,72.4,167.86,8,28,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.91
AKcorr_2,2018,freeze-up,22,2208.0,0,72.4,167.86,6,22,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8698
AKcorr_2,2019,winter,22,2160.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.9333
AKcorr_2,2019,shoulder,15,1464.0,0,72.4,167.86,5,15,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9342
AKcorr_2,2019,melt,31,2928.0,0,72.4,167.86,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836
AKcorr_2,2019,freeze-up,22,2208.0,0,72.4,167.86,7,22,0,0,0,0.0,0.0,0.0,0.1513,0.1513,0.9131
AKcorr_2,2020,winter,23,2184.0,0,72.4,167.86,8,23,0,0,0,0.0,0.0,0.0,0.1748,0.1748,0.8681
AKcorr_2,2020,shoulder,12,1464.0,0,120.14,167.86,2,12,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.869
AKcorr_2,2020,melt,22,2928.0,0,120.14,167.86,4,22,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.7459
AKcorr_2,2020,freeze-up,21,2208.0,0,72.4,167.86,5,21,0,0,0,0.0,0.0,0.0,0.1081,0.1081,0.8698
AKcorr_2,2021,winter,21,2160.0,0,72.4,167.86,7,21,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.8556
AKcorr_2,2021,shoulder,14,1464.0,0,120.14,167.86,3,14,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.9836
AKcorr_2,2021,melt,23,2928.0,0,120.14,167.86,3,23,0,0,0,0.0,0.0,0.0,0.0489,0.0489,0.8689
AKcorr_2,2021,freeze-up,23,2208.0,0,72.4,167.86,8,23,0,0,0,0.0,0.0,0.0,0.1729,0.1729,0.9347
AKcorr_2,2022,winter,21,2160.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1326,0.1326,0.9333
AKcorr_2,2022,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_2,2022,melt,20,2928.0,0,120.14,167.86,0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9263
AKcorr_2,2022,freeze-up,15,2208.0,0,144.0,167.86,1,15,0,0,0,0.0,0.0,0.0,0.0216,0.0216,0.8042
AKcorr_2,2023,winter,15,2160.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9333
AKcorr_2,2023,shoulder,10,1464.0,0,120.14,167.86,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.869
AKcorr_2,2023,melt,21,2928.0,0,144.0,167.86,0,21,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9836
AKcorr_2,2023,freeze-up,15,2208.0,0,144.0,167.86,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9131
AKcorr_2,2024,winter,19,2184.0,0,72.4,189.58,7,19,0,0,0,0.0,0.0,0.0,0.153,0.153,0.6043
AKcorr_2,2024,shoulder,12,1464.0,0,120.14,167.86,3,12,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.7374
AKcorr_2,2024,melt,24,2928.0,0,120.14,167.86,5,24,0,0,0,0.0,0.0,0.0,0.0815,0.0815,0.8032
AKcorr_2,2024,freeze-up,21,2208.0,0,72.4,167.86,6,21,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.8154
AKcorr_2,2025,winter,22,2160.0,0,72.4,167.86,8,22,0,0,0,0.0,0.0,0.0,0.1768,0.1768,0.8442
AKcorr_2,2025,shoulder,17,1464.0,0,82.88,120.14,3,13,0,4,0,0.0,0.0,0.0,0.0978,0.0978,0.927
AKcorr_2,2025,melt,32,2928.0,0,84.98,120.14,3,23,0,9,0,0.0,0.0,0.0,0.0489,0.0489,0.9546
AKcorr_2,2025,freeze-up,30,2208.0,0,72.4,84.98,8,24,0,6,0,0.0,0.0,0.0,0.1729,0.1729,0.9675
AKcorr_2,2026,winter,27,2160.0,0,82.88,84.98,6,19,0,8,0,0.0,0.0,0.0,0.1326,0.1326,0.8393
AKcorr_2,2026,shoulder,22,1464.0,0,47.73,84.97,19,9,0,5,8,0.0,0.0,0.0365,0.2649,0.2649,0.5918
AKcorr_2,2026,melt,21,2327.8,1,84.96,122.52,1,0,0,7,14,0.0,0.0,0.0,0.0103,0.0103,0.7789
AKcorr_3,2016,winter,6,2184.0,0,288.0,460.8,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_3,2016,shoulder,3,1464.0,0,432.0,547.2,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_3,2016,melt,4,2928.0,0,301.36,521.07,0,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492
AKcorr_3,2016,freeze-up,24,2208.0,0,61.09,196.5,16,0,24,0,0,0.0,0.0,0.0182,0.1202,0.2567,0.5883
AKcorr_3,2017,winter,46,2160.0,0,37.22,102.57,54,9,37,0,0,0.0,0.0243,0.1366,0.2519,0.5252,0.9395
AKcorr_3,2017,shoulder,39,1464.0,0,23.88,55.69,58,21,18,0,0,0.0,0.0143,0.3658,0.5125,0.6783,0.9342
AKcorr_3,2017,melt,40,2928.0,0,82.9,120.14,19,31,9,0,0,0.0,0.0,0.0,0.2775,0.2775,0.9836
AKcorr_3,2017,freeze-up,30,2208.0,0,82.9,120.14,14,23,7,0,0,0.0,0.0,0.0,0.2694,0.2694,0.9675
AKcorr_3,2018,winter,27,2160.0,0,82.9,120.14,12,22,5,0,0,0.0,0.0,0.0,0.2409,0.2409,0.9554
AKcorr_3,2018,shoulder,21,1464.0,0,47.73,120.14,11,19,2,0,0,0.0,0.0,0.0,0.3443,0.3443,0.9016
AKcorr_3,2018,melt,42,2928.0,0,47.73,120.14,21,39,3,0,0,0.0,0.0,0.0,0.3316,0.3316,0.9553
AKcorr_3,2018,freeze-up,31,2208.0,0,72.4,120.14,14,29,2,0,0,0.0,0.0,0.0,0.2931,0.2931,0.9675
AKcorr_3,2019,winter,32,2160.0,0,47.73,120.14,17,29,3,0,0,0.0,0.0,0.0,0.3611,0.3611,0.9333
AKcorr_3,2019,shoulder,22,1464.0,0,47.73,82.9,12,19,3,0,0,0.0,0.0,0.0,0.3697,0.3697,0.9342
AKcorr_3,2019,melt,49,2928.0,0,47.73,120.14,41,41,8,0,0,0.0,0.0,0.0815,0.3632,0.3798,0.9836
AKcorr_3,2019,freeze-up,43,2208.0,0,47.73,82.9,40,30,13,0,0,0.0,0.0,0.1513,0.4086,0.4086,0.9722
AKcorr_3,2020,winter,41,2184.0,0,47.73,110.69,40,30,11,0,0,0.0,0.0,0.1639,0.3728,0.3728,0.989
AKcorr_3,2020,shoulder,26,1464.0,0,47.73,105.24,19,20,6,0,0,0.0,0.0072,0.0724,0.3697,0.3697,0.9836
AKcorr_3,2020,melt,40,2928.0,0,47.73,120.14,29,33,7,0,0,0.0,0.0,0.0815,0.2409,0.2409,0.9426
AKcorr_3,2020,freeze-up,39,2208.0,0,47.73,120.14,30,28,11,0,0,0.0,0.0048,0.1128,0.3269,0.3593,0.9843
AKcorr_3,2021,winter,40,2160.0,0,47.73,90.34,39,30,10,0,0,0.0,0.0,0.1657,0.377,0.377,0.9444
AKcorr_3,2021,shoulder,25,1464.0,0,47.73,120.14,20,19,6,0,0,0.0,0.0,0.0978,0.3371,0.3371,0.9836
AKcorr_3,2021,melt,48,2928.0,0,47.73,97.79,35,33,15,0,0,0.0,0.0,0.0734,0.3309,0.3554,0.9426
AKcorr_3,2021,freeze-up,45,2208.0,0,47.73,82.9,44,31,14,0,0,0.0,0.0,0.1513,0.4639,0.4639,0.9563
AKcorr_3,2022,winter,28,2160.0,0,72.4,120.14,13,28,0,0,0,0.0,0.0,0.0,0.2873,0.2873,0.9333
AKcorr_3,2022,shoulder,15,1464.0,0,120.14,120.14,4,15,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.951
AKcorr_3,2022,melt,31,2928.0,0,120.14,120.14,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836
AKcorr_3,2022,freeze-up,22,2208.0,0,120.14,120.14,8,22,0,0,0,0.0,0.0,0.0,0.1729,0.1729,0.8258
AKcorr_3,2023,winter,27,2160.0,0,72.4,120.14,12,27,0,0,0,0.0,0.0,0.0,0.2652,0.2652,0.9554
AKcorr_3,2023,shoulder,18,1464.0,0,72.4,120.14,8,18,0,0,0,0.0,0.0,0.0,0.2608,0.2608,0.9016
AKcorr_3,2023,melt,34,2928.0,0,72.4,120.14,13,34,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.9836
AKcorr_3,2023,freeze-up,30,2208.0,0,47.73,120.14,15,30,0,0,0,0.0,0.0,0.0,0.3243,0.3243,0.9347
AKcorr_3,2024,winter,25,2184.0,0,60.07,120.14,12,25,0,0,0,0.0,0.0,0.0,0.2623,0.2623,0.7031
AKcorr_3,2024,shoulder,17,1464.0,0,60.07,120.14,8,17,0,0,0,0.0,0.0,0.0,0.2608,0.2608,0.77
AKcorr_3,2024,melt,32,2928.0,0,72.4,167.86,13,32,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.8358
AKcorr_3,2024,freeze-up,27,2208.0,0,72.4,120.14,10,27,0,0,0,0.0,0.0,0.0,0.2162,0.2162,0.9675
AKcorr_3,2025,winter,30,2160.0,0,47.73,120.14,16,30,0,0,0,0.0,0.0,0.0,0.3536,0.3536,0.8884
AKcorr_3,2025,shoulder,26,1464.0,0,47.73,84.14,18,18,0,8,0,0.0,0.0,0.0,0.5324,0.5324,0.9596
AKcorr_3,2025,melt,63,2928.0,0,37.24,72.4,74,33,0,30,0,0.0,0.0,0.0916,0.6018,0.6385,0.9836
AKcorr_3,2025,freeze-up,59,2208.0,0,35.16,72.4,88,32,0,27,0,0.0,0.0,0.2032,0.7048,0.7267,0.9891
AKcorr_3,2026,winter,55,2160.0,0,35.16,72.4,82,25,0,30,0,0.0,0.0,0.1759,0.6603,0.6877,0.9554
AKcorr_3,2026,shoulder,47,1464.0,0,23.86,47.73,108,11,0,20,16,0.0001,0.0575,0.2392,0.6205,0.6205,0.9251
AKcorr_3,2026,melt,31,2327.8,1,47.73,120.13,19,0,0,15,16,0.0,0.0046,0.0103,0.2703,0.2957,0.8248
AKcorr_4,2016,winter,7,2184.0,0,288.0,288.0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_4,2016,shoulder,4,1464.0,0,288.0,518.4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_4,2016,melt,6,2928.0,0,301.35,740.79,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492
AKcorr_4,2016,freeze-up,31,2208.0,0,59.05,112.89,23,0,31,0,0,0.0,0.0,0.0181,0.2257,0.3622,0.7343
AKcorr_4,2017,winter,52,2160.0,0,34.38,72.41,66,9,43,0,0,0.0,0.0292,0.1635,0.3266,0.6285,0.9395
AKcorr_4,2017,shoulder,39,1464.0,0,23.88,55.69,58,21,18,0,0,0.0,0.0144,0.3658,0.5126,0.6783,0.9342
AKcorr_4,2017,melt,40,2928.0,0,82.9,120.14,19,31,9,0,0,0.0,0.0,0.0,0.2774,0.2774,0.9836
AKcorr_4,2017,freeze-up,29,2208.0,0,82.9,120.14,13,23,6,0,0,0.0,0.0,0.0,0.2525,0.2525,0.9675
AKcorr_4,2018,winter,27,2160.0,0,82.9,120.13,12,22,5,0,0,0.0,0.0,0.0,0.2409,0.2409,0.9554
AKcorr_4,2018,shoulder,21,1464.0,0,47.74,120.14,11,19,2,0,0,0.0,0.0,0.0,0.3443,0.3443,0.9016
AKcorr_4,2018,melt,42,2928.0,0,47.74,120.14,21,39,3,0,0,0.0,0.0,0.0,0.3316,0.3316,0.9553
AKcorr_4,2018,freeze-up,31,2208.0,0,72.4,120.14,14,29,2,0,0,0.0,0.0,0.0,0.2931,0.2931,0.9675
AKcorr_4,2019,winter,32,2160.0,0,47.74,120.14,17,29,3,0,0,0.0,0.0,0.0,0.3611,0.3611,0.9333
AKcorr_4,2019,shoulder,22,1464.0,0,47.74,82.9,12,19,3,0,0,0.0,0.0,0.0,0.3697,0.3697,0.9342
AKcorr_4,2019,melt,49,2928.0,0,47.74,120.13,41,41,8,0,0,0.0,0.0,0.0815,0.3632,0.3798,0.9836
AKcorr_4,2019,freeze-up,45,2208.0,0,37.22,82.9,48,30,15,0,0,0.0,0.0048,0.1898,0.4086,0.4086,0.885
AKcorr_4,2020,winter,41,2184.0,0,47.73,110.68,40,30,11,0,0,0.0,0.0,0.1639,0.3728,0.3728,0.989
AKcorr_4,2020,shoulder,26,1464.0,0,47.73,105.24,19,20,6,0,0,0.0,0.0072,0.0724,0.3697,0.3697,0.9836
AKcorr_4,2020,melt,40,2928.0,0,47.74,120.14,29,33,7,0,0,0.0,0.0,0.0815,0.2409,0.2409,0.9426
AKcorr_4,2020,freeze-up,39,2208.0,0,47.73,120.13,30,28,11,0,0,0.0,0.0048,0.1129,0.3269,0.3593,0.9843
AKcorr_4,2021,winter,40,2160.0,0,47.73,90.35,39,30,10,0,0,0.0,0.0,0.1658,0.377,0.377,0.9444
AKcorr_4,2021,shoulder,25,1464.0,0,47.73,120.14,20,19,6,0,0,0.0,0.0,0.0978,0.3371,0.3371,0.9836
AKcorr_4,2021,melt,48,2928.0,0,47.73,97.79,35,33,15,0,0,0.0,0.0,0.0734,0.3309,0.3554,0.9426
AKcorr_4,2021,freeze-up,45,2208.0,0,47.73,82.9,44,31,14,0,0,0.0,0.0,0.1513,0.4639,0.4639,0.9563
AKcorr_4,2022,winter,28,2160.0,0,72.4,120.14,13,28,0,0,0,0.0,0.0,0.0,0.2873,0.2873,0.9333
AKcorr_4,2022,shoulder,15,1464.0,0,120.14,120.14,4,15,0,0,0,0.0,0.0,0.0,0.1304,0.1304,0.951
AKcorr_4,2022,melt,31,2928.0,0,120.13,120.14,10,31,0,0,0,0.0,0.0,0.0,0.163,0.163,0.9836
AKcorr_4,2022,freeze-up,22,2208.0,0,120.13,120.14,8,22,0,0,0,0.0,0.0,0.0,0.173,0.173,0.8259
AKcorr_4,2023,winter,27,2160.0,0,72.4,120.14,12,27,0,0,0,0.0,0.0,0.0,0.2652,0.2652,0.9554
AKcorr_4,2023,shoulder,18,1464.0,0,72.4,120.14,8,18,0,0,0,0.0,0.0,0.0,0.2608,0.2608,0.9016
AKcorr_4,2023,melt,34,2928.0,0,72.41,120.14,13,34,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.9836
AKcorr_4,2023,freeze-up,30,2208.0,0,47.74,120.14,15,30,0,0,0,0.0,0.0,0.0,0.3243,0.3243,0.9347
AKcorr_4,2024,winter,25,2184.0,0,60.07,120.14,12,25,0,0,0,0.0,0.0,0.0,0.2623,0.2623,0.7031
AKcorr_4,2024,shoulder,17,1464.0,0,60.07,120.14,8,17,0,0,0,0.0,0.0,0.0,0.2608,0.2608,0.77
AKcorr_4,2024,melt,32,2928.0,0,72.4,167.86,13,32,0,0,0,0.0,0.0,0.0,0.2119,0.2119,0.8358
AKcorr_4,2024,freeze-up,27,2208.0,0,72.4,120.14,10,27,0,0,0,0.0,0.0,0.0,0.2162,0.2162,0.9675
AKcorr_4,2025,winter,32,2160.0,0,47.74,120.14,18,31,0,1,0,0.0,0.0049,0.0049,0.3536,0.3536,0.9775
AKcorr_4,2025,shoulder,23,1464.0,0,47.74,116.41,14,18,0,5,0,0.0,0.0072,0.0072,0.3626,0.3626,0.927
AKcorr_4,2025,melt,54,2928.0,0,47.73,112.68,49,33,0,21,0,0.0,0.0,0.0734,0.4059,0.4722,0.9836
AKcorr_4,2025,freeze-up,54,2208.0,0,37.23,72.41,68,32,0,22,0,0.0,0.0,0.173,0.5729,0.7267,0.9891
AKcorr_4,2026,winter,47,2160.0,0,37.23,72.41,54,25,0,22,0,0.0,0.0,0.1326,0.4972,0.6096,0.9493
AKcorr_4,2026,shoulder,38,1464.0,0,24.0,58.08,56,11,0,15,12,0.0001,0.0284,0.128,0.4551,0.6205,0.9251
AKcorr_4,2026,melt,22,2327.8,1,120.14,130.64,7,0,0,8,14,0.0,0.0,0.0,0.0959,0.121,0.8043
AKcorr_5,2016,winter,7,2184.0,0,288.0,288.0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2016,shoulder,4,1464.0,0,288.0,518.4,0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2016,melt,5,2928.0,0,432.0,979.2,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0492
AKcorr_5,2016,freeze-up,31,2208.0,0,36.21,161.59,34,0,31,0,0,0.0,0.0,0.0363,0.345,0.345,0.5582
AKcorr_5,2017,winter,48,2160.0,0,24.69,120.13,74,12,36,0,0,0.0,0.0146,0.1577,0.4592,0.4592,0.8953
AKcorr_5,2017,shoulder,37,1464.0,0,23.88,95.45,55,22,15,0,0,0.0,0.0,0.3097,0.5087,0.575,0.9668
AKcorr_5,2017,melt,10,2928.0,0,288.0,288.0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2017,freeze-up,11,2208.0,0,209.32,288.0,0,10,1,0,0,0.0,0.0,0.0,0.0,0.0,0.1368
AKcorr_5,2018,winter,16,2160.0,0,72.4,215.6,0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2682
AKcorr_5,2018,shoulder,5,1464.0,0,288.0,288.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2018,melt,10,2928.0,0,288.0,288.0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0247
AKcorr_5,2018,freeze-up,10,2208.0,0,240.27,345.6,3,10,0,0,0,0.0,0.0,0.0,0.0648,0.0648,0.0648
AKcorr_5,2019,winter,9,2160.0,0,240.27,374.4,3,9,0,0,0,0.0,0.0,0.0,0.0663,0.0663,0.0663
AKcorr_5,2019,shoulder,3,1464.0,0,288.0,288.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2019,melt,14,2928.0,0,120.14,144.02,6,9,5,0,0,0.0,0.0,0.0407,0.0407,0.0407,0.3934
AKcorr_5,2019,freeze-up,29,2208.0,0,60.07,144.02,19,20,9,0,0,0.0,0.0048,0.0925,0.1789,0.1789,0.9239
AKcorr_5,2020,winter,27,2184.0,0,72.41,144.02,14,19,8,0,0,0.0,0.0,0.0874,0.1529,0.1529,0.989
AKcorr_5,2020,shoulder,6,1464.0,0,96.29,225.64,2,4,2,0,0,0.0,0.0,0.0326,0.0326,0.0326,0.213
AKcorr_5,2020,melt,16,2928.0,0,72.41,191.74,5,11,5,0,0,0.0,0.0,0.0407,0.0407,0.0407,0.2299
AKcorr_5,2020,freeze-up,22,2208.0,0,72.41,191.74,6,16,6,0,0,0.0,0.0,0.0432,0.0544,0.0868,0.414
AKcorr_5,2021,winter,25,2160.0,0,72.41,191.74,13,17,8,0,0,0.0,0.0,0.0773,0.1443,0.1443,0.4007
AKcorr_5,2021,shoulder,9,1464.0,0,72.41,191.74,3,6,3,0,0,0.0,0.0,0.0489,0.0489,0.0489,0.1972
AKcorr_5,2021,melt,14,2928.0,0,72.41,191.74,4,9,5,0,0,0.0,0.0,0.0326,0.0326,0.0326,0.1396
AKcorr_5,2021,freeze-up,22,2208.0,0,47.73,191.74,12,15,7,0,0,0.0,0.0,0.0756,0.1412,0.1412,0.2396
AKcorr_5,2022,winter,13,2160.0,0,215.59,288.0,2,13,0,0,0,0.0,0.0,0.0,0.0335,0.0335,0.1341
AKcorr_5,2022,shoulder,3,1464.0,0,288.0,288.0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AKcorr_5,2022,melt,9,2928.0,0,144.0,215.59,0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0989
AKcorr_5,2022,freeze-up,14,2208.0,0,215.59,215.59,0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1968
AKcorr_5,2023,winter,15,2160.0,0,144.0,215.59,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2347
AKcorr_5,2023,shoulder,6,1464.0,0,72.41,215.59,0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1484
