region,year,season,n_acq,window_h,partial,med_gap_h,p90_gap_h,drift_pairs,n_S1A,n_S1B,n_S1C,n_S1D,O6,O12,O24,O48,O72,O168
Sannikov_DmLaptev,2026,winter,18,2160.0,0,71.58,273.19,10,14,0,4,0,0.0,0.0,0.0,0.0686,0.2011,0.2567
Sannikov_DmLaptev,2026,shoulder,15,1464.0,0,84.21,201.86,6,2,0,8,5,0.0,0.0,0.0,0.0656,0.1634,0.6391
Sannikov_DmLaptev,2026,melt,15,2327.8,1,155.93,280.84,2,0,0,10,5,0.0,0.0,0.0205,0.0205,0.0205,0.567
VictoriaStrait,2016,winter,7,2184.0,0,288.0,432.0,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VictoriaStrait,2016,shoulder,5,1464.0,0,288.0,288.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
VictoriaStrait,2016,melt,7,2928.0,0,221.26,576.0,0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0948
VictoriaStrait,2016,freeze-up,34,2208.0,0,47.73,120.14,28,11,23,0,0,0.0,0.0095,0.0709,0.2438,0.3026,0.8367
VictoriaStrait,2017,winter,40,2160.0,0,47.73,120.14,39,11,29,0,0,0.0,0.0049,0.1485,0.2934,0.4541,0.989
VictoriaStrait,2017,shoulder,43,1464.0,0,23.88,48.56,68,18,25,0,0,0.0,0.0,0.4401,0.6031,0.8352,0.9836
VictoriaStrait,2017,melt,79,2928.0,0,23.88,72.41,114,29,50,0,0,0.0,0.0,0.375,0.5706,0.7363,0.9836
VictoriaStrait,2017,freeze-up,58,2208.0,0,23.88,72.41,79,22,36,0,0,0.0,0.0,0.3783,0.5296,0.6615,0.9783
VictoriaStrait,2018,winter,55,2160.0,0,35.8,72.41,72,17,38,0,0,0.0,0.0,0.2983,0.5635,0.7208,0.989
VictoriaStrait,2018,shoulder,38,1464.0,0,23.88,72.41,50,15,23,0,0,0.0,0.0,0.3424,0.538,0.6706,0.9836
VictoriaStrait,2018,melt,66,2928.0,0,47.73,72.41,79,18,48,0,0,0.0,0.0,0.2445,0.489,0.5553,0.9836
VictoriaStrait,2018,freeze-up,60,2208.0,0,23.88,72.41,88,22,38,0,0,0.0,0.0,0.3891,0.5621,0.7379,0.9675
VictoriaStrait,2019,winter,58,2160.0,0,23.88,72.41,81,22,36,0,0,0.0,0.0,0.3978,0.5304,0.6652,0.989
VictoriaStrait,2019,shoulder,35,1464.0,0,35.8,72.41,42,11,24,0,0,0.0,0.0,0.2771,0.5053,0.6048,0.9673
VictoriaStrait,2019,melt,72,2928.0,0,23.88,72.41,93,20,52,0,0,0.0,0.0,0.2934,0.5464,0.5961,0.9918
VictoriaStrait,2019,freeze-up,60,2208.0,0,23.88,72.41,89,22,38,0,0,0.0,0.0,0.3999,0.5729,0.7267,0.9563
VictoriaStrait,2020,winter,61,2184.0,0,23.88,72.41,91,23,38,0,0,0.0,0.0,0.4153,0.5682,0.746,0.9781
VictoriaStrait,2020,shoulder,37,1464.0,0,23.88,72.41,47,11,26,0,0,0.0,0.0,0.3097,0.5379,0.6374,0.9836
VictoriaStrait,2020,melt,72,2928.0,0,23.88,72.41,91,21,51,0,0,0.0,0.0,0.2934,0.5379,0.6208,0.9918
VictoriaStrait,2020,freeze-up,61,2208.0,0,23.88,72.41,91,23,38,0,0,0.0,0.0,0.4108,0.5621,0.7379,0.9675
VictoriaStrait,2021,winter,56,2160.0,0,23.88,72.41,79,22,34,0,0,0.0,0.0,0.3757,0.5304,0.6652,0.9554
VictoriaStrait,2021,shoulder,37,1464.0,0,23.88,72.41,48,11,26,0,0,0.0,0.0,0.3097,0.5379,0.6374,0.9836
VictoriaStrait,2021,melt,69,2928.0,0,47.73,72.41,83,19,50,0,0,0.0,0.0,0.269,0.4972,0.5879,0.9836
VictoriaStrait,2021,freeze-up,54,2208.0,0,23.88,72.41,72,22,32,0,0,0.0,0.0,0.3027,0.4972,0.6835,0.9675
VictoriaStrait,2022,winter,21,2160.0,0,120.13,124.91,6,21,0,0,0,0.0,0.0,0.0,0.1326,0.1326,0.9554
VictoriaStrait,2022,shoulder,9,1464.0,0,120.13,120.14,3,9,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.5081
VictoriaStrait,2022,melt,12,2928.0,0,120.13,120.14,3,12,0,0,0,0.0,0.0,0.0,0.0489,0.0489,0.3934
VictoriaStrait,2022,freeze-up,24,2208.0,0,120.13,120.14,8,24,0,0,0,0.0,0.0,0.0,0.173,0.173,0.9891
VictoriaStrait,2023,winter,22,2160.0,0,120.13,120.14,7,22,0,0,0,0.0,0.0,0.0,0.1547,0.1547,0.9333
VictoriaStrait,2023,shoulder,11,1464.0,0,120.13,288.0,3,11,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.5081
VictoriaStrait,2023,melt,18,2928.0,0,120.14,288.0,4,18,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.3934
VictoriaStrait,2023,freeze-up,24,2208.0,0,120.13,120.14,8,24,0,0,0,0.0,0.0,0.0,0.173,0.173,0.9891
VictoriaStrait,2024,winter,23,2184.0,0,120.13,120.14,8,23,0,0,0,0.0,0.0,0.0,0.1748,0.1748,0.9449
VictoriaStrait,2024,shoulder,10,1464.0,0,120.13,120.14,3,10,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.5902
VictoriaStrait,2024,melt,19,2928.0,0,120.13,288.0,5,19,0,0,0,0.0,0.0,0.0,0.0815,0.0815,0.4508
VictoriaStrait,2024,freeze-up,22,2208.0,0,120.13,120.14,6,22,0,0,0,0.0,0.0,0.0,0.1297,0.1297,0.9675
VictoriaStrait,2025,winter,23,2160.0,0,120.13,120.14,8,22,0,1,0,0.0,0.0,0.0,0.1326,0.1882,0.989
VictoriaStrait,2025,shoulder,36,1464.0,0,23.89,72.4,47,11,0,25,0,0.0,0.0,0.3098,0.4963,0.5957,0.9836
VictoriaStrait,2025,melt,68,2928.0,0,34.39,72.41,86,16,0,52,0,0.0,0.0108,0.2175,0.4646,0.5554,0.9507
VictoriaStrait,2025,freeze-up,69,2208.0,0,23.88,55.69,114,22,0,47,0,0.0,0.0381,0.3892,0.5949,0.7487,0.9891
VictoriaStrait,2026,winter,55,2160.0,0,23.88,72.4,73,19,0,36,0,0.0,0.0194,0.2749,0.4862,0.6541,0.989
VictoriaStrait,2026,shoulder,66,1464.0,0,23.85,48.4,161,15,0,29,22,0.0009,0.0511,0.4799,0.6273,0.892,0.9909
VictoriaStrait,2026,melt,74,2327.8,1,23.87,72.28,120,7,0,38,29,0.0004,0.023,0.3386,0.5641,0.71,0.9898
Vilkitsky,2016,winter,48,2184.0,0,47.73,72.41,44,48,0,0,0,0.0,0.0,0.0136,0.7573,0.7573,0.9781
Vilkitsky,2016,shoulder,30,1464.0,0,47.73,72.41,24,30,0,0,0,0.0,0.0,0.0,0.7037,0.7037,0.951
Vilkitsky,2016,melt,56,2928.0,0,47.73,80.55,51,52,4,0,0,0.0003,0.0003,0.0326,0.597,0.597,0.8934
Vilkitsky,2016,freeze-up,69,2208.0,0,35.79,71.59,104,42,27,0,0,0.0072,0.0072,0.1249,0.6623,0.8683,0.9995
Vilkitsky,2017,winter,53,2160.0,0,43.24,71.59,61,36,17,0,0,0.0031,0.0031,0.1577,0.4347,0.7886,0.989
Vilkitsky,2017,shoulder,55,1464.0,0,23.86,47.73,119,35,20,0,0,0.0045,0.0045,0.4913,0.8847,0.9668,0.9668
Vilkitsky,2017,melt,87,2928.0,0,23.87,71.59,149,52,35,0,0,0.0017,0.0017,0.3507,0.6481,0.7624,0.9673
Vilkitsky,2017,freeze-up,62,2208.0,0,24.68,71.6,91,34,28,0,0,0.0011,0.0011,0.2813,0.6413,0.8694,0.9783
Vilkitsky,2018,winter,62,2160.0,0,23.87,71.6,86,39,23,0,0,0.0019,0.0019,0.2864,0.5104,0.8442,0.989
Vilkitsky,2018,shoulder,31,1464.0,0,47.72,95.46,32,14,17,0,0,0.0,0.0,0.1282,0.3271,0.5087,0.9836
Vilkitsky,2018,melt,43,2928.0,0,72.41,96.28,21,25,18,0,0,0.0,0.0,0.0554,0.1869,0.2279,0.9673
Vilkitsky,2018,freeze-up,43,2208.0,0,47.73,72.4,41,30,13,0,0,0.0,0.0,0.0634,0.3801,0.6731,0.9563
Vilkitsky,2019,winter,42,2160.0,0,47.72,96.28,42,31,11,0,0,0.0,0.0,0.1082,0.288,0.5874,0.9665
Vilkitsky,2019,shoulder,18,1464.0,0,72.41,105.98,8,12,6,0,0,0.0,0.0,0.0472,0.0641,0.2108,0.7869
Vilkitsky,2019,melt,19,2928.0,0,144.0,288.0,8,8,11,0,0,0.0,0.0,0.0163,0.0652,0.0897,0.2456
Vilkitsky,2019,freeze-up,18,2208.0,0,72.4,216.41,8,10,8,0,0,0.0,0.0,0.0,0.0,0.2594,0.4554
Vilkitsky,2020,winter,19,2184.0,0,71.59,183.0,10,7,12,0,0,0.0004,0.0004,0.0004,0.0878,0.2845,0.3391
Vilkitsky,2020,shoulder,10,1464.0,0,216.41,245.04,4,4,6,0,0,0.0,0.0,0.0,0.0326,0.1793,0.1793
Vilkitsky,2020,melt,44,2928.0,0,71.59,97.09,28,29,15,0,0,0.0003,0.0003,0.0649,0.1717,0.3437,0.91
Vilkitsky,2020,freeze-up,38,2208.0,0,48.56,96.27,27,18,20,0,0,0.0019,0.0019,0.0876,0.174,0.4345,0.859
Vilkitsky,2021,winter,45,2160.0,0,48.14,72.41,35,23,22,0,0,0.0019,0.0019,0.1558,0.2221,0.544,0.9779
Vilkitsky,2021,shoulder,27,1464.0,0,48.14,83.93,19,14,13,0,0,0.0017,0.0017,0.0995,0.2299,0.4918,0.9184
Vilkitsky,2021,melt,41,2928.0,0,71.59,119.32,17,22,19,0,0,0.0017,0.0017,0.0419,0.0582,0.3027,0.8276
Vilkitsky,2021,freeze-up,34,2208.0,0,71.59,119.32,21,20,14,0,0,0.0019,0.0019,0.0771,0.1315,0.2936,0.761
Vilkitsky,2022,winter,16,2160.0,0,72.41,259.04,5,16,0,0,0,0.0,0.0,0.0107,0.0777,0.0777,0.3558
Vilkitsky,2022,shoulder,13,1464.0,0,120.13,167.87,3,13,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.9342
Vilkitsky,2022,melt,20,2928.0,0,120.13,220.53,2,20,0,0,0,0.0,0.0,0.0,0.0326,0.0326,0.5902
Vilkitsky,2022,freeze-up,16,2208.0,0,120.13,167.87,2,16,0,0,0,0.0,0.0,0.0,0.0328,0.0328,0.8042
Vilkitsky,2023,winter,19,2160.0,0,96.27,167.87,5,19,0,0,0,0.0,0.0,0.0,0.1105,0.1105,0.8221
Vilkitsky,2023,shoulder,6,1464.0,0,72.4,211.31,2,6,0,0,0,0.0,0.0,0.0,0.0652,0.0652,0.2293
Vilkitsky,2023,melt,7,2928.0,0,251.8,672.27,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0658
Vilkitsky,2023,freeze-up,11,2208.0,0,191.73,309.56,0,11,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2072
Vilkitsky,2024,winter,14,2184.0,0,120.13,215.6,2,14,0,0,0,0.0,0.0,0.0,0.0437,0.0437,0.4619
Vilkitsky,2024,shoulder,10,1464.0,0,72.4,167.87,3,10,0,0,0,0.0,0.0,0.0,0.0978,0.0978,0.5902
Vilkitsky,2024,melt,11,2928.0,0,96.27,179.88,3,11,0,0,0,0.0,0.0,0.0,0.0489,0.0489,0.3114
Vilkitsky,2024,freeze-up,23,2208.0,0,72.4,167.87,7,23,0,0,0,0.0,0.0,0.0,0.1513,0.1513,0.9891
Vilkitsky,2025,winter,21,2160.0,0,72.4,215.6,5,20,0,1,0,0.0,0.0,0.011,0.0994,0.0994,0.6785
Vilkitsky,2025,shoulder,21,1464.0,0,47.73,151.17,16,8,0,13,0,0.0011,0.0011,0.0337,0.2304,0.3771,0.6565
Vilkitsky,2025,melt,42,2928.0,0,71.59,119.3,24,20,0,22,0,0.0008,0.0008,0.0334,0.2133,0.2622,0.91
Vilkitsky,2025,freeze-up,41,2208.0,0,47.73,96.28,32,24,0,17,0,0.0022,0.0022,0.0563,0.3157,0.5426,0.9675
Vilkitsky,2026,winter,35,2160.0,0,71.58,96.28,23,18,0,17,0,0.0019,0.0019,0.013,0.2232,0.5547,0.8556
Vilkitsky,2026,shoulder,39,1464.0,0,24.0,72.32,64,15,0,13,11,0.0032,0.0032,0.1644,0.4096,0.5074,0.9836
Vilkitsky,2026,melt,45,2327.8,1,47.73,112.4,41,6,0,18,21,0.0027,0.0027,0.1145,0.238,0.3511,0.9386
